"종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"079000","와토스코리아",5000,-40,-0.79,738,6.78,NA,NA,10822,0.46,200,4
"070960","용평리조트",3185,-65,-2,NA,NA,NA,NA,7847,0.41,0,0
"403490","우듬지팜",3100,-670,-17.77,NA,NA,NA,NA,NA,NA,0,0
"316140","우리금융지주",12490,-70,-0.56,4191,2.98,4195,2.98,39505,0.32,1130,9.05
"032820","우리기술",1514,208,15.93,23,65.83,NA,NA,634,2.39,0,0
"041190","우리기술투자",3350,-65,-1.9,NA,NA,NA,NA,5124,0.65,0,0
"115440","우리넷",7900,80,1.02,NA,NA,NA,NA,6002,1.32,0,0
"046970","우리로",1895,-42,-2.17,NA,NA,NA,NA,1191,1.59,0,0
"082850","우리바이오",2260,-70,-3,469,4.82,NA,NA,3829,0.59,0,0
"215360","우리산업",19550,-450,-2.25,NA,NA,1944,10.06,9123,2.14,150,0.77
"072470","우리산업홀딩스",3780,-100,-2.58,NA,NA,NA,NA,6615,0.57,45,1.19
"073560","우리손에프앤지",1700,0,0,361,4.71,NA,NA,3660,0.46,50,2.94
"037400","우리엔터프라이즈",1470,-16,-1.08,296,4.97,NA,NA,5363,0.27,0,0
"153490","우리이앤엘",1152,-13,-1.12,105,10.97,NA,NA,1491,0.77,0,0
"101170","우림피티에스",7000,-230,-3.18,385,18.18,NA,NA,6520,1.07,100,1.43
"006980","우성",21850,-450,-2.02,49,445.92,NA,NA,67491,0.32,0,0
"066590","우수AMS",3100,45,1.47,NA,NA,106,29.19,1867,1.66,0,0
"017370","우신시스템",8010,-200,-2.44,171,46.84,1336,5.99,5701,1.41,30,0.37
"103840","우양",5180,-20,-0.38,NA,NA,NA,NA,2810,1.84,0,0
"046940","우원개발",3145,-20,-0.63,207,15.19,NA,NA,5745,0.55,0,0
"215380","우정바이오",2430,-20,-0.82,NA,NA,NA,NA,2322,1.05,0,0
"065680","우주일렉트로",13410,-180,-1.32,1467,9.14,NA,NA,27094,0.49,300,2.24
"105840","우진",10540,350,3.43,478,22.05,902,11.69,7877,1.34,150,1.42
"018620","우진비앤지",1293,-23,-1.75,29,44.59,NA,NA,1223,1.06,0,0
"010400","우진아이엔에스",5130,-90,-1.72,NA,NA,NA,NA,13930,0.37,0,0
"049800","우진플라임",3435,-80,-2.28,1092,3.15,NA,NA,5139,0.67,50,1.46
"016880","웅진",1235,-25,-1.98,103,11.99,NA,NA,978,1.26,0,0
"095720","웅진씽크빅",2530,20,0.8,27,93.7,272,9.29,3142,0.81,110,4.35
"005820","원림",20500,-250,-1.2,3500,5.86,NA,NA,55263,0.37,350,1.71
"307280","원바이오젠",1796,-44,-2.39,90,19.96,NA,NA,768,2.34,10,0.56
"032940","원익",3370,-30,-0.88,2102,1.6,NA,NA,13943,0.24,0,0
"240810","원익IPS",33550,-700,-2.04,1854,18.1,1361,24.64,18174,1.85,200,0.6
"074600","원익QnC",29300,-600,-2.01,2048,14.31,3200,9.16,14286,2.05,150,0.51
"104830","원익머트리얼즈",27300,650,2.44,4579,5.96,3726,7.33,35324,0.77,800,2.93
"014190","원익큐브",1706,-11,-0.64,121,14.1,NA,NA,2811,0.61,0,0
"217820","원익피앤이",7730,-40,-0.51,1,7730,NA,NA,2979,2.59,0,0
"030530","원익홀딩스",3270,-10,-0.3,1333,2.45,NA,NA,14045,0.23,0,0
"012620","원일특강",9060,-20,-0.22,2410,3.76,NA,NA,33693,0.27,220,2.43
"382840","원준",19300,-700,-3.5,1008,19.15,1256,15.37,7400,2.61,200,1.04
"336570","원텍",11610,-390,-3.25,158,73.48,702,16.55,649,17.89,0,0
"376980","원티드랩",10570,10,0.09,1002,10.55,NA,NA,4552,2.32,0,0
"008370","원풍",4205,-60,-1.41,739,5.69,NA,NA,7508,0.56,200,4.76
"008290","원풍물산",818,-10,-1.21,NA,NA,NA,NA,352,2.32,0,0
"101160","월덱스",28750,350,1.23,2514,11.44,NA,NA,11274,2.55,50,0.17
"064090","웨스트라이즈",1829,4,0.22,NA,NA,NA,NA,273,6.7,0,0
"336060","웨이버스",1719,13,0.76,NA,NA,NA,NA,569,3.02,0,0
"095270","웨이브일렉트로",5650,50,0.89,NA,NA,NA,NA,4678,1.21,0,0
"010600","웰바이오텍",2680,-65,-2.37,NA,NA,NA,NA,561,4.78,0,0
"065950","웰크론",2890,-15,-0.52,24,120.42,NA,NA,2793,1.03,0,0
"076080","웰크론한텍",4200,-20,-0.47,NA,NA,NA,NA,3066,1.37,0,0
"043590","웰킵스하이텍",1101,-32,-2.82,NA,NA,NA,NA,950,1.16,0,0
"196700","웹스",2140,-25,-1.15,NA,NA,NA,NA,2335,0.92,0,0
"069080","웹젠",14600,-90,-0.61,2441,5.98,1860,7.85,19416,0.75,370,2.53
"053580","웹케시",11640,90,0.78,852,13.66,970,12,7610,1.53,0,0
"071460","위니아",1006,-4,-0.4,NA,NA,NA,NA,784,1.28,0,0
"377460","위니아에이드",3610,10,0.28,1232,2.93,1176,3.07,13534,0.27,0,0
"044340","위닉스",9670,-10,-0.1,138,70.07,NA,NA,12784,0.76,400,4.14
"330350","위더스제약",7400,70,0.95,188,39.36,NA,NA,6295,1.18,0,0
"348350","위드텍",12100,-190,-1.55,1210,10,NA,NA,10908,1.11,100,0.83
"112040","위메이드",34700,-3550,-9.28,NA,NA,1164,29.8,11306,3.07,750,2.16
"101730","위메이드맥스",8510,-430,-4.81,811,10.49,NA,NA,2328,3.66,0,0
"123420","위메이드플레이",7710,-510,-6.2,NA,NA,NA,NA,20481,0.38,0,0
"065370","위세아이텍",10380,-220,-2.08,629,16.5,NA,NA,4549,2.28,150,1.45
"038620","위즈코프",852,-8,-0.93,45,18.93,NA,NA,1247,0.68,0,0
"299900","위지윅스튜디오",2710,-150,-5.24,NA,NA,110,24.67,1057,2.56,0,0
"036090","위지트",685,0,0,142,4.82,NA,NA,1348,0.51,0,0
"136540","윈스",13280,110,0.84,1537,8.64,NA,NA,13734,0.97,500,3.77
"320000","윈텍",2455,-120,-4.66,96,25.57,NA,NA,1228,2,0,0
"097800","윈팩",1628,-33,-1.99,NA,NA,NA,NA,1278,1.27,0,0
"192390","윈하이텍",3460,-75,-2.12,590,5.86,NA,NA,5848,0.59,0,0
"313760","윌링스",13830,1180,9.33,NA,NA,NA,NA,5344,2.59,0,0
"008600","윌비스",515,-10,-1.9,NA,NA,NA,NA,1522,0.34,0,0
"335870","윙스풋",1820,-40,-2.15,NA,NA,NA,NA,1659,1.1,0,0
"033270","유나이티드제약",27900,-700,-2.45,3058,9.12,NA,NA,22971,1.21,400,1.43
"014830","유니드",63500,-400,-0.63,14826,4.28,8097,7.84,135798,0.47,2000,3.15
"446070","유니드비티플러스",9460,-1150,-10.84,90,105.11,NA,NA,18122,0.52,0,0
"036200","유니셈",8160,-160,-1.92,666,12.25,NA,NA,6780,1.2,100,1.23
"018000","유니슨",1493,-11,-0.73,NA,NA,NA,NA,550,2.71,0,0
"000910","유니온",5790,-140,-2.36,NA,NA,NA,NA,7741,0.75,125,2.16
"047400","유니온머티리얼",3265,-135,-3.97,NA,NA,NA,NA,1996,1.64,35,1.07
"203450","유니온커뮤니티",2960,-40,-1.33,166,17.83,NA,NA,2863,1.03,0,0
"011330","유니켐",2245,-195,-7.99,33,68.03,NA,NA,1678,1.34,20,0.89
"077500","유니퀘스트",16680,-1910,-10.27,1853,9,1212,13.76,13196,1.26,200,1.2
"011320","유니크",5310,-30,-0.56,184,28.86,NA,NA,5828,0.91,15,0.28
"086390","유니테스트",12730,-260,-2,NA,NA,NA,NA,6985,1.82,0,0
"241690","유니테크노",3570,5,0.14,198,18.03,NA,NA,4780,0.75,0,0
"142210","유니트론텍",5070,40,0.8,970,5.23,NA,NA,5002,1.01,100,1.97
"048430","유라테크",8750,-260,-2.89,76,115.13,NA,NA,10336,0.85,100,1.14
"206650","유바이오로직스",12020,130,1.09,NA,NA,NA,NA,3416,3.52,0,0
"089850","유비벨록스",17090,-200,-1.16,410,41.68,4605,3.71,13918,1.23,0,0
"084440","유비온",1861,-15,-0.8,128,14.54,NA,NA,260,7.16,0,0
"032620","유비케어",4930,-70,-1.4,71,69.44,NA,NA,2300,2.14,60,1.22
"264450","유비쿼스",16430,260,1.61,2098,7.83,NA,NA,13948,1.18,420,2.56
"078070","유비쿼스홀딩스",12750,650,5.37,884,14.42,NA,NA,14020,0.91,250,1.96
"002920","유성기업",3010,5,0.17,741,4.06,NA,NA,11419,0.26,120,3.99
"024800","유성티엔에스",2085,-20,-0.95,1877,1.11,NA,NA,12711,0.16,0,0
"000700","유수홀딩스",6010,0,0,1218,4.93,NA,NA,13726,0.44,400,6.66
"054930","유신",51600,11900,29.97,6108,8.45,NA,NA,36579,1.41,750,1.45
"069330","유아이디",1756,-3,-0.17,266,6.6,NA,NA,1544,1.14,0,0
"049520","유아이엘",5300,110,2.12,328,16.16,NA,NA,7062,0.75,0,0
"435380","유안타제10호스팩",2135,5,0.23,NA,NA,NA,NA,NA,NA,0,0
"444920","유안타제11호스팩",1992,-3,-0.15,NA,NA,NA,NA,NA,NA,0,0
"446150","유안타제12호스팩",2045,0,0,NA,NA,NA,NA,NA,NA,0,0
"449020","유안타제13호스팩",2010,-5,-0.25,NA,NA,NA,NA,NA,NA,0,0
"450940","유안타제14호스팩",2010,-5,-0.25,NA,NA,NA,NA,NA,NA,0,0
"430700","유안타제9호스팩",2110,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"003470","유안타증권",2575,-10,-0.39,209,12.32,NA,NA,8081,0.32,110,4.27
"003475","유안타증권우",2650,25,0.95,NA,NA,NA,NA,NA,NA,160,6.04
"263770","유에스티",3290,-120,-3.52,533,6.17,NA,NA,2949,1.12,100,3.04
"072130","유엔젤",3555,-150,-4.05,185,19.22,NA,NA,4499,0.79,0,0
"000220","유유제약",4910,-75,-1.5,NA,NA,NA,NA,7144,0.69,105,2.14
"000225","유유제약1우",4785,-135,-2.74,NA,NA,NA,NA,NA,NA,110,2.3
"000227","유유제약2우B",14270,110,0.78,NA,NA,NA,NA,NA,NA,110,0.77
"388720","유일로보틱스",23400,50,0.21,NA,NA,NA,NA,4649,5.03,0,0
"340930","유일에너테크",15050,-170,-1.12,1364,11.03,NA,NA,5625,2.68,0,0
"023410","유진기업",3645,-15,-0.41,407,8.96,NA,NA,12896,0.28,170,4.66
"056080","유진로봇",13320,70,0.53,130,102.46,NA,NA,1175,11.34,0,0
"373340","유진스팩6호",2520,0,0,NA,NA,NA,NA,NA,NA,0,0
"388800","유진스팩7호",2440,0,0,NA,NA,NA,NA,NA,NA,0,0
"413630","유진스팩8호",2165,-30,-1.37,NA,NA,NA,NA,NA,NA,0,0
"442130","유진스팩9호",2550,60,2.41,NA,NA,NA,NA,NA,NA,0,0
"084370","유진테크",42150,-1700,-3.88,1697,24.84,1915,22.01,14595,2.89,270,0.64
"001200","유진투자증권",3560,-120,-3.26,168,21.19,NA,NA,10623,0.34,60,1.69
"179900","유티아이",29750,-850,-2.78,NA,NA,NA,NA,2987,9.96,0,0
"263050","유틸렉스",3350,-105,-3.04,NA,NA,NA,NA,2387,1.4,0,0
"000100","유한양행",78100,1700,2.23,1329,58.77,1882,41.5,28354,2.75,400,0.51
"000105","유한양행우",66200,1400,2.16,NA,NA,NA,NA,NA,NA,410,0.62
"003460","유화증권",2230,-30,-1.33,67,33.28,NA,NA,10892,0.2,110,4.93
"003465","유화증권우",2340,-5,-0.21,NA,NA,NA,NA,NA,NA,120,5.13
"191410","육일씨엔에쓰",3520,-65,-1.81,60,58.67,NA,NA,2214,1.59,0,0
"372170","윤성에프앤씨",186300,-1600,-0.85,3790,49.16,NA,NA,17264,10.79,150,0.08
"146060","율촌",5620,-20,-0.35,NA,NA,NA,NA,NA,NA,0,0
"008730","율촌화학",30500,-550,-1.77,NA,NA,NA,NA,13460,2.27,250,0.82
"072770","율호",3175,-100,-3.05,NA,NA,NA,NA,1001,3.17,0,0
"008250","이건산업",6970,-30,-0.43,501,13.91,NA,NA,18762,0.37,100,1.43
"039020","이건홀딩스",2955,55,1.9,96,30.78,NA,NA,7375,0.4,50,1.69
"025820","이구산업",4070,-145,-3.44,171,23.8,NA,NA,3804,1.07,50,1.23
"067920","이글루",6240,-190,-2.95,692,9.02,NA,NA,6660,0.94,180,2.88
"044960","이글벳",5250,-60,-1.13,215,24.42,NA,NA,3499,1.5,40,0.76
"303530","이노뎁",12430,-370,-2.89,77,161.43,NA,NA,5515,2.25,0,0
"296640","이노룰스",8140,-210,-2.51,500,16.28,NA,NA,6096,1.34,110,1.35
"302430","이노메트리",14600,-220,-1.48,274,53.28,1218,11.99,5721,2.55,0,0
"214320","이노션",43600,-150,-0.34,3530,12.35,4663,9.35,42482,1.03,2150,4.93
"274400","이노시뮬레이션",16210,10,0.06,NA,NA,NA,NA,2166,7.48,0,0
"056090","이노시스",1180,0,0,NA,NA,NA,NA,732,1.61,0,0
"073490","이노와이어리스",26400,1800,7.32,1996,13.23,3558,7.42,19430,1.36,350,1.33
"215790","이노인스트루먼트",1460,22,1.53,140,10.43,NA,NA,2424,0.6,0,0
"344860","이노진",3100,-95,-2.97,144,21.53,NA,NA,731,4.24,0,0
"246960","이노테라피",8790,-50,-0.57,NA,NA,NA,NA,2330,3.77,0,0
"088390","이녹스",27950,-1050,-3.62,1609,17.37,NA,NA,22873,1.22,0,0
"272290","이녹스첨단소재",34200,-450,-1.3,4316,7.92,4031,8.49,19465,1.76,450,1.32
"053350","이니텍",3335,-60,-1.77,11,303.18,NA,NA,6339,0.53,20,0.6
"041520","이라이콤",7350,-90,-1.21,NA,NA,NA,NA,16304,0.45,300,4.08
"264850","이랜시스",3160,-185,-5.53,178,17.75,NA,NA,1459,2.17,50,1.58
"054210","이랜텍",11310,10,0.09,2177,5.2,NA,NA,10449,1.08,150,1.33
"164060","이루다",8470,-30,-0.35,456,18.57,624,13.57,2551,3.32,0,0
"065440","이루온",2065,-55,-2.59,65,31.77,NA,NA,1583,1.3,0,0
"139480","이마트",73500,700,0.96,37528,1.96,6568,11.19,418373,0.18,2000,2.72
"115610","이미지스",3095,475,18.13,118,26.23,NA,NA,686,4.51,0,0
"078020","이베스트투자증권",4035,105,2.67,410,9.84,NA,NA,18243,0.22,100,2.48
"131400","이브이첨단소재",4040,-130,-3.12,NA,NA,NA,NA,1953,2.07,0,0
"351330","이삭엔지니어링",10520,-630,-5.65,250,42.08,854,12.32,5778,1.82,0,0
"080010","이상네트웍스",5450,110,2.06,1002,5.44,NA,NA,11386,0.48,100,1.83
"457190","이수스페셜티케미컬",217500,-12000,-5.23,NA,NA,NA,NA,NA,NA,0,0
"086890","이수앱지스",7830,100,1.29,NA,NA,NA,NA,1941,4.03,0,0
"007660","이수페타시스",28150,-600,-2.09,1620,17.38,1664,16.92,3515,8.01,100,0.36
"005950","이수화학",16600,-210,-1.25,1019,16.29,NA,NA,11236,1.48,500,3.01
"015020","이스타코",811,-24,-2.87,NA,NA,NA,NA,1165,0.7,0,0
"047560","이스트소프트",15280,-250,-1.61,NA,NA,NA,NA,5228,2.92,0,0
"067010","이씨에스",3330,-5,-0.15,378,8.81,NA,NA,4538,0.73,120,3.6
"093230","이아이디",1392,0,0,NA,NA,NA,NA,1584,0.88,0,0
"102710","이엔에프테크놀로지",20800,100,0.48,3276,6.35,NA,NA,26565,0.78,150,0.72
"066980","이엔코퍼레이션",2650,-80,-2.93,NA,NA,NA,NA,2546,1.04,0,0
"074610","이엔플러스",6630,80,1.22,NA,NA,NA,NA,1107,5.99,0,0
"063760","이엘피",3735,-35,-0.93,NA,NA,NA,NA,7281,0.51,60,1.61
"123570","이엠넷",3250,-45,-1.37,308,10.55,NA,NA,4160,0.78,90,2.77
"083470","이엠앤아이",2400,-80,-3.23,NA,NA,NA,NA,602,3.99,0,0
"095190","이엠코리아",2535,-35,-1.36,NA,NA,NA,NA,1889,1.34,0,0
"091120","이엠텍",51600,300,0.58,2118,24.36,NA,NA,15775,3.27,150,0.29
"102460","이연제약",17620,20,0.11,415,42.46,NA,NA,13956,1.26,150,0.85
"039030","이오테크닉스",143000,-2300,-1.58,6293,22.72,5378,26.59,43984,3.25,1000,0.7
"294090","이오플로우",24300,-50,-0.21,NA,NA,NA,NA,3253,7.47,0,0
"088290","이원컴포텍",2740,-320,-10.46,NA,NA,NA,NA,2085,1.31,0,0
"084680","이월드",1403,-97,-6.47,40,35.08,NA,NA,1742,0.81,0,0
"181340","이즈미디어",2705,0,0,NA,NA,NA,NA,1416,1.91,0,0
"353810","이지바이오",3465,-45,-1.28,267,12.98,NA,NA,1464,2.37,75,2.16
"099750","이지케어텍",23200,-400,-1.69,NA,NA,NA,NA,5083,4.56,0,0
"377330","이지트로닉스",8660,-200,-2.26,NA,NA,NA,NA,7503,1.15,120,1.39
"035810","이지홀딩스",2875,0,0,175,16.43,NA,NA,8691,0.33,75,2.61
"160600","이큐셀",3100,0,0,313,9.9,NA,NA,1452,2.13,0,0
"092130","이크레더블",14330,100,0.7,1300,11.02,940,15.24,3840,3.73,1040,7.26
"096040","이트론",271,0,0,NA,NA,NA,NA,113,2.4,0,0
"134060","이퓨쳐",5560,-10,-0.18,680,8.18,NA,NA,5208,1.07,0,0
"001840","이화공영",3810,-40,-1.04,29,131.38,NA,NA,2371,1.61,0,0
"000760","이화산업",17300,580,3.47,18,961.11,NA,NA,54787,0.32,0,0
"024810","이화전기",899,0,0,NA,NA,NA,NA,1779,0.51,0,0
"014990","인디에프",998,-18,-1.77,NA,NA,NA,NA,537,1.86,0,0
"041830","인바디",26100,-50,-0.19,2596,10.05,2936,8.89,16524,1.58,300,1.15
"352940","인바이오",4385,-140,-3.09,NA,NA,NA,NA,4278,1.03,0,0
"101140","인바이오젠",467,0,0,NA,NA,NA,NA,747,0.63,0,0
"079950","인베니아",1310,-11,-0.83,NA,NA,NA,NA,2407,0.54,0,0
"389470","인벤티지랩",24250,1050,4.53,NA,NA,NA,NA,3644,6.65,0,0
"277410","인산가",2210,-55,-2.43,117,18.89,NA,NA,1609,1.37,40,1.81
"060150","인선이엔티",8110,-30,-0.37,480,16.9,568,14.28,7627,1.06,0,0
"033230","인성정보",2980,50,1.71,30,99.33,NA,NA,1911,1.56,0,0
"006490","인스코비",1215,-35,-2.8,NA,NA,NA,NA,567,2.14,0,0
"037330","인지디스플레",2125,-60,-2.75,90,23.61,NA,NA,4306,0.49,50,2.35
"100030","인지소프트",18210,-1160,-5.99,1360,13.39,NA,NA,18065,1.01,720,3.95
"023800","인지컨트롤스",9550,-220,-2.25,947,10.08,NA,NA,13364,0.71,200,2.09
"034590","인천도시가스",25800,0,0,2956,8.73,NA,NA,48520,0.53,1250,4.84
"211050","인카금융서비스",15500,-30,-0.19,2052,7.55,4320,3.59,7144,2.17,300,1.94
"083640","인콘",530,-11,-2.03,71,7.46,NA,NA,1870,0.28,0,0
"216050","인크로스",11470,0,0,1281,8.95,1637,7.01,8792,1.3,389,3.39
"049070","인탑스",27800,-200,-0.71,6147,4.52,2251,12.35,38127,0.73,860,3.09
"119610","인터로조",37400,500,1.36,1910,19.58,2816,13.28,15175,2.46,600,1.6
"017250","인터엠",1524,-14,-0.91,50,30.48,NA,NA,1549,0.98,0,0
"129260","인터지스",2390,-10,-0.42,1092,2.19,NA,NA,8867,0.27,120,5.02
"051370","인터플렉스",10470,130,1.26,656,15.96,1603,6.53,8480,1.23,0,0
"064290","인텍플러스",32650,-1850,-5.36,1334,24.48,NA,NA,5469,5.97,200,0.61
"189300","인텔리안테크",87400,-2300,-2.56,1736,50.35,3679,23.76,19326,4.52,100,0.11
"150840","인트로메딕",5850,0,0,NA,NA,NA,NA,396,14.77,0,0
"048530","인트론바이오",8400,-190,-2.21,168,50,NA,NA,3199,2.63,0,0
"023810","인팩",9210,-90,-0.97,1320,6.98,1702,5.41,11399,0.81,180,1.95
"175140","인포마크",10800,50,0.47,NA,NA,NA,NA,2927,3.69,0,0
"115310","인포바인",20800,-200,-0.95,2806,7.41,NA,NA,47617,0.44,900,4.33
"039290","인포뱅크",11150,-550,-4.7,171,65.2,NA,NA,7237,1.54,20,0.18
"071200","인피니트헬스케어",5700,-50,-0.87,5,1140,NA,NA,4723,1.21,0,0
"101930","인화정공",11200,-280,-2.44,NA,NA,NA,NA,18255,0.61,0,0
"249420","일동제약",20950,500,2.44,NA,NA,NA,NA,7140,2.93,0,0
"000230","일동홀딩스",13310,-290,-2.13,NA,NA,NA,NA,1046,12.72,100,0.75
"013360","일성건설",1857,-47,-2.47,115,16.15,NA,NA,2224,0.83,5,0.27
"003120","일성신약",22250,200,0.91,14122,1.58,NA,NA,60174,0.37,4005,18
"333430","일승",3410,-50,-1.45,79,43.16,NA,NA,1091,3.13,0,0
"068330","일신바이오",1717,6,0.35,89,19.29,NA,NA,1256,1.37,7,0.41
"003200","일신방직",9450,130,1.39,5047,1.87,NA,NA,39009,0.24,500,5.29
"007110","일신석재",1097,-3,-0.27,30,36.57,NA,NA,713,1.54,0,0
"007570","일양약품",15730,-270,-1.69,1036,15.18,NA,NA,12974,1.21,150,0.95
"007575","일양약품우",16400,-170,-1.03,NA,NA,NA,NA,NA,NA,175,1.07
"178780","일월지엠엘",8650,0,0,NA,NA,NA,NA,181,47.79,0,0
"008500","일정실업",12900,0,0,NA,NA,NA,NA,3682,3.5,0,0
"019540","일지테크",5160,70,1.38,NA,NA,NA,NA,7050,0.73,0,0
"081000","일진다이아",14950,-290,-1.9,NA,NA,NA,NA,28217,0.53,300,2.01
"020760","일진디스플",1003,-4,-0.4,NA,NA,NA,NA,562,1.78,0,0
"103590","일진전기",13110,-80,-0.61,653,20.08,NA,NA,9304,1.41,130,0.99
"094820","일진파워",12640,390,3.18,1040,12.15,NA,NA,8318,1.52,330,2.61
"271940","일진하이솔루스",24600,-100,-0.4,194,126.8,295,83.49,8667,2.84,0,0
"015860","일진홀딩스",4145,-65,-1.54,400,10.36,NA,NA,9402,0.44,150,3.62
"226320","잇츠한불",15560,-590,-3.65,NA,NA,NA,NA,20944,0.74,150,0.96
"049550","잉크테크",4200,-20,-0.47,202,20.79,NA,NA,3570,1.18,0,0
"389020","자람테크놀로지",36100,250,0.7,118,305.93,66,545.84,3592,10.05,0,0
"254120","자비스",3350,-135,-3.87,15,223.33,NA,NA,413,8.11,0,0
"043910","자연과환경",1166,-9,-0.77,5,233.2,NA,NA,838,1.39,0,0
"234920","자이글",19120,220,1.16,NA,NA,NA,NA,3107,6.15,0,0
"289220","자이언트스텝",12500,-110,-0.87,NA,NA,NA,NA,5387,2.32,0,0
"317400","자이에스앤디",5200,10,0.19,2447,2.13,1367,3.81,12735,0.41,300,5.77
"033240","자화전자",26800,400,1.52,NA,NA,1801,14.88,17892,1.5,0,0
"174880","장원테크",530,0,0,NA,NA,NA,NA,3146,0.17,0,0
"049630","재영솔루텍",602,-6,-0.99,NA,NA,NA,NA,761,0.79,0,0
"417840","저스템",13930,-120,-0.85,1156,12.05,NA,NA,7262,1.92,0,0
"000950","전방",22850,-650,-2.77,59197,0.39,NA,NA,184874,0.12,1000,4.38
"110020","전진바이오팜",5070,0,0,NA,NA,NA,NA,1390,3.65,0,0
"208140","정다운",2435,-20,-0.81,470,5.18,NA,NA,2849,0.85,100,4.11
"040420","정상제이엘에스",7190,-50,-0.69,890,8.08,939,7.66,5207,1.38,530,7.37
"045510","정원엔시스",1196,-16,-1.32,38,31.47,NA,NA,1313,0.91,0,0
"217190","제너셈",12930,-460,-3.44,1395,9.27,NA,NA,4588,2.82,75,0.58
"095700","제넥신",9500,-350,-3.55,NA,NA,NA,NA,7977,1.19,0,0
"072520","제넨바이오",527,-4,-0.75,NA,NA,NA,NA,1458,0.36,0,0
"122310","제노레이",7340,250,3.53,988,7.43,NA,NA,6294,1.17,160,2.18
"361390","제노코",17430,-130,-0.74,362,48.15,667,26.15,4508,3.87,50,0.29
"187420","제노포커스",3730,-110,-2.86,NA,NA,NA,NA,1061,3.52,0,0
"225220","제놀루션",4265,-45,-1.04,830,5.14,NA,NA,5439,0.78,0,0
"123330","제닉",3900,50,1.3,NA,NA,NA,NA,2325,1.68,0,0
"159580","제로투세븐",5680,-40,-0.7,209,27.18,NA,NA,4005,1.42,0,0
"147830","제룡산업",3610,-80,-2.17,457,7.9,NA,NA,3740,0.97,150,4.16
"033100","제룡전기",23950,-650,-2.64,777,30.82,NA,NA,4410,5.43,150,0.63
"079370","제우스",34400,-2150,-5.88,3464,9.93,NA,NA,27268,1.26,350,1.02
"054950","제이브이엠",26550,-900,-3.28,1368,19.41,2415,10.99,13728,1.93,300,1.13
"023440","제이스코홀딩스",2485,-35,-1.39,NA,NA,NA,NA,1575,1.58,0,0
"090470","제이스텍",9950,-430,-4.14,1904,5.23,NA,NA,10355,0.96,200,2.01
"287410","제이시스메디칼",12320,-80,-0.65,381,32.34,581,21.22,1116,11.04,0,0
"137950","제이씨케미칼",7870,-60,-0.76,929,8.47,NA,NA,6715,1.17,160,2.03
"033320","제이씨현시스템",4425,-110,-2.43,15,295,NA,NA,5716,0.77,0,0
"417500","제이아이테크",3780,-130,-3.32,407,9.29,NA,NA,1895,1.99,0,0
"204270","제이앤티씨",11160,-490,-4.21,NA,NA,917,12.18,5867,1.9,0,0
"194370","제이에스코퍼레이션",12720,120,0.95,5118,2.49,NA,NA,20205,0.63,850,6.68
"026040","제이에스티나",2440,-45,-1.81,85,28.71,NA,NA,3047,0.8,100,4.1
"126880","제이엔케이히터",5910,30,0.51,313,18.88,NA,NA,4884,1.21,100,1.69
"322510","제이엘케이",32400,1050,3.35,NA,NA,NA,NA,1108,29.24,0,0
"033050","제이엠아이",1101,5,0.46,78,14.12,NA,NA,1326,0.83,0,0
"094970","제이엠티",3495,150,4.48,1760,1.99,NA,NA,6195,0.56,150,4.29
"418550","제이오",28000,-700,-2.44,NA,NA,453,61.78,2348,11.93,0,0
"025620","제이준코스메틱",6640,10,0.15,NA,NA,NA,NA,10836,0.61,0,0
"089790","제이티",8770,-250,-2.77,1118,7.84,727,12.06,5952,1.47,0,0
"030000","제일기획",19950,-100,-0.5,1913,10.43,1924,10.37,11967,1.67,1150,5.76
"052670","제일바이오",2080,0,0,NA,NA,NA,NA,1223,1.7,0,0
"271980","제일약품",17120,-100,-0.58,NA,NA,NA,NA,10837,1.58,50,0.29
"001560","제일연마",8110,-120,-1.46,297,27.31,NA,NA,12792,0.63,270,3.33
"199820","제일전기공업",11110,-120,-1.07,665,16.71,NA,NA,10811,1.03,200,1.8
"038010","제일테크노스",8630,-210,-2.38,1299,6.64,NA,NA,10111,0.85,120,1.39
"002620","제일파마홀딩스",10590,-230,-2.13,NA,NA,NA,NA,22003,0.48,50,0.47
"276730","제주맥주",1166,-13,-1.1,NA,NA,NA,NA,524,2.23,0,0
"080220","제주반도체",4335,-45,-1.03,706,6.14,NA,NA,4234,1.02,0,0
"006220","제주은행",8400,-80,-0.94,636,13.21,NA,NA,16243,0.52,100,1.19
"089590","제주항공",11460,-50,-0.43,NA,NA,1523,7.52,3986,2.88,0,0
"216080","제테마",24050,200,0.84,82,293.29,463,51.96,3197,7.52,0,0
"229000","젠큐릭스",8250,-350,-4.07,NA,NA,NA,NA,801,10.3,0,0
"082270","젬백스",12460,-280,-2.2,NA,NA,NA,NA,3420,3.64,0,0
"064800","젬백스링크",1110,0,0,NA,NA,NA,NA,2023,0.55,10,0.9
"044060","조광ILI",732,0,0,NA,NA,NA,NA,961,0.76,0,0
"004910","조광페인트",6640,-10,-0.15,NA,NA,NA,NA,16695,0.4,100,1.51
"004700","조광피혁",49850,350,0.71,1706,29.22,NA,NA,106403,0.47,0,0
"001550","조비",14270,-730,-4.87,1664,8.58,NA,NA,11842,1.21,0,0
