"종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"054800","아이디스홀딩스",12460,-120,-0.95,4473,2.79,NA,NA,27120,0.46,250,2.01
"332370","아이디피",3605,40,1.12,778,4.63,NA,NA,3813,0.95,150,4.16
"122900","아이마켓코리아",9040,-10,-0.11,706,12.8,NA,NA,11376,0.79,600,6.64
"339950","아이비김영",1807,-23,-1.26,6,301.17,NA,NA,866,2.09,0,0
"099190","아이센스",28000,-1000,-3.45,588,47.62,857,32.67,10416,2.69,350,1.25
"289010","아이스크림에듀",4100,-50,-1.2,65,63.08,NA,NA,5381,0.76,0,0
"214430","아이쓰리시스템",39250,400,1.03,891,44.05,2033,19.3,11332,3.46,200,0.51
"040910","아이씨디",8650,-20,-0.23,NA,NA,NA,NA,9698,0.89,100,1.16
"368600","아이씨에이치",4935,-50,-1,NA,NA,NA,NA,3773,1.31,0,0
"052860","아이앤씨",2235,-40,-1.76,56,39.91,NA,NA,2537,0.88,0,0
"010780","아이에스동서",32700,-450,-1.36,6426,5.09,5344,6.12,46278,0.71,0,0
"069920","아이에스이커머스",3265,-30,-0.91,NA,NA,NA,NA,2228,1.47,0,0
"038880","아이에이",502,-4,-0.79,NA,NA,NA,NA,331,1.52,0,0
"307180","아이엘사이언스",3400,-130,-3.68,84,40.48,NA,NA,666,5.11,0,0
"101390","아이엠",7020,-350,-4.75,NA,NA,NA,NA,5003,1.4,0,0
"078860","아이오케이",228,1,0.44,NA,NA,NA,NA,981,0.23,0,0
"090150","아이윈",1491,-21,-1.39,NA,NA,NA,NA,1907,0.78,35,2.35
"123010","아이윈플러스",1760,-20,-1.12,NA,NA,NA,NA,1752,1,0,0
"031310","아이즈비전",3410,-25,-0.73,NA,NA,NA,NA,7926,0.43,0,0
"185490","아이진",3680,-20,-0.54,NA,NA,NA,NA,3107,1.18,0,0
"059100","아이컴포넌트",5600,-50,-0.88,463,12.1,NA,NA,4978,1.12,0,0
"262840","아이퀘스트",6310,-20,-0.32,305,20.69,NA,NA,4623,1.36,100,1.58
"175250","아이큐어",2400,-5,-0.21,NA,NA,NA,NA,2400,1,0,0
"052460","아이크래프트",3650,-135,-3.57,42,86.9,NA,NA,2772,1.32,0,0
"119830","아이텍",9690,90,0.94,1162,8.34,NA,NA,7113,1.36,0,0
"052770","아이톡시",1595,117,7.92,NA,NA,NA,NA,205,7.78,0,0
"124500","아이티센",3755,-100,-2.59,85,44.18,NA,NA,2681,1.4,0,0
"372800","아이티아이즈",7020,-220,-3.04,NA,NA,508,13.82,4075,1.72,0,0
"084850","아이티엠반도체",22100,-450,-2,NA,NA,433,51.02,9379,2.36,0,0
"114840","아이패밀리에스씨",29950,-1950,-6.11,908,32.98,2304,13,5905,5.07,63,0.21
"027360","아주IB투자",2215,0,0,17,130.29,NA,NA,2064,1.07,20,0.9
"139990","아주스틸",8030,-40,-0.5,51,157.45,NA,NA,9135,0.88,0,0
"032080","아즈텍WB",1859,34,1.86,NA,NA,NA,NA,5240,0.35,20,1.08
"013310","아진산업",4135,20,0.49,845,4.89,NA,NA,6314,0.65,0,0
"059120","아진엑스텍",9900,-210,-2.08,176,56.25,NA,NA,4743,2.09,75,0.76
"158430","아톤",3785,-65,-1.69,812,4.66,NA,NA,3159,1.2,20,0.53
"067160","아프리카TV",88900,-1300,-1.44,5445,16.33,7458,11.92,22106,4.02,730,0.82
"001540","안국약품",7950,-30,-0.38,604,13.16,NA,NA,13620,0.58,220,2.77
"053800","안랩",64000,-300,-0.47,1631,39.24,3380,18.93,29416,2.18,1100,1.72
"065660","안트로젠",15210,-420,-2.69,NA,NA,NA,NA,10974,1.39,0,0
"297570","알로이스",1456,-6,-0.41,176,8.27,NA,NA,903,1.61,0,0
"001780","알루코",3695,325,9.64,155,23.84,NA,NA,2639,1.4,0,0
"260660","알리코제약",6110,-210,-3.32,535,11.42,NA,NA,5898,1.04,130,2.13
"354320","알멕",75300,-1700,-2.21,1256,59.95,NA,NA,15547,4.84,0,0
"361570","알비더블유",4470,-125,-2.72,15,298,NA,NA,2707,1.65,0,0
"131370","알서포트",3210,-70,-2.13,81,39.63,NA,NA,1648,1.95,20,0.62
"140670","알에스오토메이션",15620,-480,-2.98,94,166.17,NA,NA,4542,3.44,0,0
"096610","알에프세미",10130,-730,-6.72,NA,NA,NA,NA,2779,3.65,0,0
"061040","알에프텍",4295,255,6.31,378,11.36,NA,NA,7351,0.58,0,0
"148250","알엔투테크놀로지",5780,-60,-1.03,NA,NA,NA,NA,5838,0.99,30,0.52
"347860","알체라",9190,-350,-3.67,NA,NA,NA,NA,1610,5.71,0,0
"196170","알테오젠",77100,6700,9.52,NA,NA,NA,NA,2889,26.69,0,0
"123750","알톤스포츠",3180,-20,-0.63,NA,NA,NA,NA,2128,1.49,0,0
"085810","알티캐스트",1505,18,1.21,NA,NA,NA,NA,1691,0.89,0,0
"117670","알파홀딩스",945,0,0,NA,NA,NA,NA,2030,0.47,0,0
"314140","알피바이오",8670,-70,-0.8,617,14.05,NA,NA,11145,0.78,0,0
"291650","압타머사이언스",3940,-235,-5.63,NA,NA,NA,NA,1721,2.29,0,0
"293780","압타바이오",10190,-210,-2.02,NA,NA,NA,NA,2349,4.34,0,0
"018250","애경산업",22000,-300,-1.35,632,34.81,1929,11.4,13672,1.61,310,1.41
"161000","애경케미칼",13850,-150,-1.07,1249,11.09,NA,NA,15115,0.92,550,3.97
"196300","애니젠",18080,960,5.61,NA,NA,NA,NA,2391,7.56,0,0
"310200","애니플러스",3460,-30,-0.86,122,28.36,NA,NA,1829,1.89,0,0
"179530","애드바이오텍",4225,-435,-9.33,297,14.23,NA,NA,1771,2.39,0,0
"205500","액션스퀘어",1280,-109,-7.85,NA,NA,NA,NA,661,1.94,0,0
"052790","액토즈소프트",8100,-470,-5.48,232,34.91,NA,NA,18774,0.43,0,0
"290740","액트로",7160,-110,-1.51,NA,NA,NA,NA,6815,1.05,100,1.4
"238090","앤디포스",3135,-45,-1.42,NA,NA,NA,NA,5882,0.53,0,0
"092600","앤씨앤",1586,12,0.76,NA,NA,NA,NA,2261,0.7,0,0
"129890","앱코",5200,-250,-4.59,NA,NA,NA,NA,5569,0.93,0,0
"174900","앱클론",14450,-900,-5.86,NA,NA,NA,NA,2390,6.05,0,0
"255440","야스",9930,-80,-0.8,NA,NA,NA,NA,12322,0.81,0,0
"030960","양지사",17090,80,0.47,NA,NA,NA,NA,13428,1.27,50,0.29
"102120","어보브반도체",9030,0,0,770,11.73,NA,NA,7332,1.23,200,2.21
"263540","어스앤에어로스페이스",5950,0,0,104,57.21,NA,NA,1039,5.73,0,0
"238120","얼라인드",8450,-300,-3.43,324,26.08,NA,NA,4013,2.11,0,0
"019990","에너토크",7100,100,1.43,80,88.75,NA,NA,4654,1.53,50,0.7
"011090","에넥스",613,-7,-1.13,NA,NA,NA,NA,748,0.82,0,0
"270660","에브리봇",13350,-550,-3.96,570,23.42,NA,NA,5106,2.61,0,0
"038680","에스넷",4900,0,0,NA,NA,NA,NA,4248,1.15,0,0
"137310","에스디바이오센서",12260,-380,-3.01,8997,1.36,NA,NA,28794,0.43,990,8.08
"217480","에스디생명공학",349,0,0,NA,NA,NA,NA,626,0.56,0,0
"121890","에스디시스템",739,0,0,NA,NA,NA,NA,739,1,0,0
"118000","에스메디",473,6,1.28,NA,NA,NA,NA,1172,0.4,0,0
"304360","에스바이오메딕스",9580,-180,-1.84,NA,NA,NA,NA,NA,NA,0,0
"389500","에스비비테크",47900,-2800,-5.52,NA,NA,NA,NA,3701,12.94,0,0
"042110","에스씨디",1640,-14,-0.85,172,9.53,NA,NA,2468,0.66,35,2.13
"298060","에스씨엠생명과학",4465,-70,-1.54,NA,NA,NA,NA,1542,2.9,0,0
"065420","에스아이리소스",347,-23,-6.22,NA,NA,NA,NA,259,1.34,0,0
"103230","에스앤더블류",4690,-70,-1.47,323,14.52,NA,NA,5907,0.79,0,0
"260970","에스앤디",13940,0,0,2425,5.75,2741,5.09,19241,0.72,300,2.15
"101490","에스앤에스텍",46700,-300,-0.64,838,55.73,3858,12.11,9140,5.11,150,0.32
"095910","에스에너지",1954,-21,-1.06,NA,NA,NA,NA,3518,0.56,0,0
"275630","에스에스알",4775,-5,-0.1,315,15.16,NA,NA,4626,1.03,0,0
"031330","에스에이엠티",2820,0,0,590,4.78,NA,NA,3685,0.77,230,8.16
"060540","에스에이티",2605,-65,-2.43,350,7.44,NA,NA,3834,0.68,50,1.92
"351320","에스에이티이엔지",2750,-120,-4.18,36,76.39,NA,NA,1235,2.23,16,0.58
"056190","에스에프에이",33350,150,0.45,2213,15.07,2899,11.5,31974,1.04,870,2.61
"080000","에스엔유",2815,-125,-4.25,221,12.74,NA,NA,3989,0.71,0,0
"005850","에스엘",32800,-950,-2.81,3360,9.76,6826,4.81,35492,0.92,600,1.83
"214310","에스엘에너지",306,0,0,NA,NA,NA,NA,972,0.31,0,0
"041510","에스엠",133100,0,0,3390,39.26,5755,23.13,29467,4.52,1200,0.9
"010580","에스엠벡셀",1898,-70,-3.56,92,20.63,NA,NA,603,3.15,0,0
"007820","에스엠코어",5920,-130,-2.15,123,48.13,NA,NA,3549,1.67,70,1.18
"109610","에스와이",6680,200,3.09,169,39.53,NA,NA,3719,1.8,0,0
"012750","에스원",58200,1100,1.93,4467,13.03,4747,12.26,45045,1.29,2500,4.3
"031860","에스유홀딩스",870,-25,-2.79,NA,NA,NA,NA,688,1.26,0,0
"306040","에스제이그룹",10600,-100,-0.93,2974,3.56,NA,NA,13155,0.81,500,4.72
"457940","에스케이증권제10호스팩",2095,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"435870","에스케이증권제8호스팩",2240,0,0,NA,NA,NA,NA,NA,NA,0,0
"455910","에스케이증권제9호스팩",2060,-10,-0.48,NA,NA,NA,NA,NA,NA,0,0
"096630","에스코넥",1811,-179,-8.99,66,27.44,NA,NA,744,2.43,0,0
"069510","에스텍",8510,-50,-0.58,1134,7.5,NA,NA,16586,0.51,300,3.53
"041910","에스텍파마",6850,-40,-0.58,NA,NA,NA,NA,9939,0.69,100,1.46
"234300","에스트래픽",4515,0,0,1250,3.61,NA,NA,2506,1.8,0,0
"039440","에스티아이",27250,-550,-1.98,1999,13.63,2827,9.64,14767,1.85,250,0.92
"098660","에스티오",2670,-105,-3.78,132,20.23,NA,NA,2465,1.08,110,4.12
"052020","에스티큐브",11600,-340,-2.85,NA,NA,NA,NA,1175,9.87,0,0
"237690","에스티팜",81800,-600,-0.73,957,85.48,1820,44.94,17951,4.56,500,0.61
"050760","에스폴리텍",2005,-35,-1.72,NA,NA,NA,NA,4237,0.47,0,0
"288620","에스퓨얼셀",17020,40,0.24,123,138.37,385,44.21,10231,1.66,50,0.29
"317830","에스피시스템스",15430,-830,-5.1,222,69.5,NA,NA,5715,2.7,0,0
"058610","에스피지",37200,1050,2.9,901,41.29,950,39.15,9627,3.86,200,0.54
"043340","에쎈테크",716,-7,-0.97,5,143.2,NA,NA,333,2.15,0,0
"023960","에쓰씨엔지니어링",2100,85,4.22,175,12,NA,NA,1320,1.59,0,0
"298690","에어부산",2865,-20,-0.69,NA,NA,NA,NA,1086,2.64,0,0
"187660","에이디엠코리아",2070,-35,-1.66,12,172.5,NA,NA,1434,1.44,0,0
"054630","에이디칩스",315,-12,-3.67,NA,NA,NA,NA,367,0.86,0,0
"200710","에이디테크놀로지",22150,-900,-3.9,450,49.22,NA,NA,12572,1.76,0,0
"096690","에이루트",439,-6,-1.35,39,11.26,NA,NA,908,0.48,0,0
"078520","에이블씨엔씨",14260,-40,-0.28,36,396.11,NA,NA,4422,3.22,0,0
"298380","에이비엘바이오",20300,0,0,67,302.99,26,777,1455,13.95,0,0
"203400","에이비온",7170,100,1.41,NA,NA,NA,NA,801,8.95,0,0
"195990","에이비프로바이오",436,-16,-3.54,NA,NA,NA,NA,512,0.85,0,0
"003800","에이스침대",25950,-50,-0.19,5293,4.9,NA,NA,58224,0.45,1330,5.13
"088800","에이스테크",3800,875,29.91,NA,NA,NA,NA,1355,2.8,0,0
"241840","에이스토리",14570,-660,-4.33,440,33.11,NA,NA,6302,2.31,0,0
"312610","에이에프더블류",3380,-60,-1.74,NA,NA,NA,NA,3256,1.04,0,0
"015260","에이엔피",1597,-30,-1.84,NA,NA,NA,NA,741,2.16,0,0
"172670","에이엘티",22800,-1400,-5.79,1955,11.66,2059,11.07,9071,2.51,100,0.44
"072990","에이치시티",8700,140,1.64,781,11.14,NA,NA,10504,0.83,0,0
"227100","에이치앤비디자인",3300,-55,-1.64,NA,NA,NA,NA,3613,0.91,0,0
"239610","에이치엘사이언스",14300,-110,-0.76,304,47.04,NA,NA,20353,0.7,0,0
"353060","에이치엠씨제5호스팩",2060,0,0,NA,NA,NA,NA,NA,NA,0,0
"148930","에이치와이티씨",7600,-60,-0.78,227,33.48,NA,NA,5458,1.39,0,0
"044780","에이치케이",1905,-13,-0.68,233,8.18,NA,NA,3220,0.59,30,1.57
"357230","에이치피오",8820,-80,-0.9,567,15.56,1199,7.35,7005,1.26,80,0.91
"071670","에이테크솔루션",11190,-430,-3.7,479,23.36,NA,NA,8402,1.33,0,0
"045660","에이텍",11330,-700,-5.82,673,16.84,NA,NA,11410,0.99,200,1.77
"224110","에이텍모빌리티",14000,-350,-2.44,828,16.91,NA,NA,10573,1.32,100,0.71
"230980","에이트원",921,-70,-7.06,NA,NA,NA,NA,329,2.8,0,0
"021080","에이티넘인베스트",2860,15,0.53,600,4.77,NA,NA,3553,0.8,150,5.24
"089530","에이티세미콘",600,0,0,NA,NA,NA,NA,612,0.98,0,0
"200470","에이팩트",3600,-70,-1.91,105,34.29,NA,NA,2805,1.28,0,0
"262260","에이프로",16450,280,1.73,NA,NA,1367,12.03,4153,3.96,0,0
"007460","에이프로젠",1413,-1,-0.07,NA,NA,NA,NA,923,1.53,0,0
"109960","에이프로젠 H&G",1282,-19,-1.46,NA,NA,NA,NA,5570,0.23,0,0
"003060","에이프로젠바이오로직스",392,1,0.26,19,20.63,NA,NA,720,0.54,0,0
"397030","에이프릴바이오",23800,-50,-0.21,NA,NA,70,338.51,6549,3.63,0,0
"244920","에이플러스에셋",4255,80,1.92,2226,1.91,647,6.58,6449,0.66,200,4.7
"089970","에이피티씨",15100,-90,-0.59,1298,11.63,NA,NA,5529,2.73,0,0
"230240","에치에프알",24400,1850,8.2,5127,4.76,3798,6.43,13150,1.86,0,0
"230360","에코마케팅",11390,50,0.44,1182,9.64,1532,7.44,5901,1.93,310,2.72
"038870","에코바이오",7470,-870,-10.43,NA,NA,NA,NA,5888,1.27,0,0
"097780","에코볼트",1241,-13,-1.04,NA,NA,NA,NA,4117,0.3,0,0
"101360","에코앤드림",33000,500,1.54,7,4714.29,NA,NA,7635,4.32,0,0
"128540","에코캡",3255,-70,-2.11,NA,NA,NA,NA,3408,0.96,0,0
"086520","에코프로",890000,-9000,-1,1431,621.94,18581,47.9,50778,17.53,500,0.06
"247540","에코프로비엠",278000,-2000,-0.71,2881,96.49,4571,60.82,13962,19.91,450,0.16
"383310","에코프로에이치엔",74600,-2600,-3.37,2116,35.26,NA,NA,5677,13.14,600,0.8
"038110","에코플라스틱",4680,-140,-2.9,710,6.59,NA,NA,4671,1,50,1.07
"073540","에프알텍",2565,290,12.75,706,3.63,NA,NA,4923,0.52,0,0
"064850","에프앤가이드",9060,260,2.95,673,13.46,NA,NA,4803,1.89,180,1.99
"036810","에프에스티",20550,-200,-0.96,2242,9.17,NA,NA,12460,1.65,100,0.49
"173940","에프엔씨엔터",5900,-200,-3.28,NA,NA,NA,NA,3005,1.96,0,0
"083500","에프엔에스테크",9380,-140,-1.47,603,15.56,NA,NA,7825,1.2,100,1.07
"054940","엑사이엔씨",1007,-12,-1.18,227,4.44,NA,NA,1853,0.54,0,0
"043090","엑서지21",890,4,0.45,NA,NA,NA,NA,1118,0.8,0,0
"205100","엑셈",5260,-130,-2.41,245,21.47,NA,NA,2636,2,0,0
"356680","엑스게이트",5200,325,6.67,219,23.74,NA,NA,1081,4.81,0,0
"070300","엑스큐어",2830,0,0,121,23.39,NA,NA,3331,0.85,0,0
"317770","엑스페릭스",8530,-260,-2.96,142,60.07,NA,NA,2170,3.93,0,0
"092870","엑시콘",14620,-410,-2.73,1500,9.75,NA,NA,13912,1.05,100,0.68
"317870","엔바이오니아",18310,-420,-2.24,NA,NA,NA,NA,2577,7.11,0,0
"067570","엔브이에이치코리아",2855,-45,-1.55,NA,NA,NA,NA,4693,0.61,120,4.2
"236810","엔비티",6880,240,3.61,NA,NA,216,31.78,2248,3.06,0,0
"333620","엔시스",12100,-240,-1.94,337,35.91,NA,NA,5401,2.24,60,0.5
"101400","엔시트론",630,0,0,NA,NA,NA,NA,614,1.03,0,0
"036570","엔씨소프트",249000,-1000,-0.4,21456,11.61,14479,17.2,157391,1.58,6680,2.68
"380440","엔에이치스팩19호",10070,-20,-0.2,NA,NA,NA,NA,NA,NA,0,0
"391060","엔에이치스팩20호",10000,0,0,NA,NA,NA,NA,NA,NA,0,0
"422040","엔에이치스팩23호",2080,0,0,NA,NA,NA,NA,NA,NA,0,0
"437780","엔에이치스팩24호",2075,0,0,NA,NA,NA,NA,NA,NA,0,0
"438580","엔에이치스팩25호",2460,0,0,NA,NA,NA,NA,NA,NA,0,0
"439410","엔에이치스팩26호",2035,10,0.49,NA,NA,NA,NA,NA,NA,0,0
"440820","엔에이치스팩27호",2030,-20,-0.98,NA,NA,NA,NA,NA,NA,0,0
"450410","엔에이치스팩28호",3345,-400,-10.68,NA,NA,NA,NA,NA,NA,0,0
"451700","엔에이치스팩29호",2010,0,0,NA,NA,NA,NA,NA,NA,0,0
"265740","엔에프씨",8770,-100,-1.13,210,41.76,NA,NA,6412,1.37,20,0.23
"354200","엔젠바이오",7380,-150,-1.99,NA,NA,NA,NA,2020,3.65,0,0
"419080","엔젯",14810,-580,-3.77,476,31.11,NA,NA,4504,3.29,0,0
"208860","엔지스테크널러지",2205,0,0,NA,NA,NA,NA,584,3.78,0,0
"183490","엔지켐생명과학",1582,-18,-1.13,NA,NA,NA,NA,2394,0.66,0,0
"085310","엔케이",1021,-5,-0.49,136,7.51,NA,NA,1457,0.7,0,0
"182400","엔케이맥스",14120,-60,-0.42,NA,NA,NA,NA,2158,6.54,0,0
"348370","엔켐",58300,-2800,-4.58,1419,41.09,4204,13.87,17886,3.26,0,0
"058450","엔터파트너즈",616,-29,-4.5,NA,NA,NA,NA,282,2.18,0,0
"069410","엔텔스",8020,1450,22.07,12,668.33,NA,NA,5273,1.52,0,0
"227950","엔투텍",786,-11,-1.38,9,87.33,NA,NA,962,0.82,0,0
"291230","엔피",3210,-245,-7.09,NA,NA,NA,NA,732,4.39,0,0
"198080","엔피디",2140,40,1.9,NA,NA,NA,NA,4249,0.5,0,0
"048830","엔피케이",1798,-3,-0.17,79,22.76,NA,NA,2343,0.77,30,1.67
"096870","엘디티",3110,-70,-2.2,293,10.61,NA,NA,2308,1.35,0,0
"138690","엘아이에스",2730,0,0,NA,NA,NA,NA,128,21.33,0,0
"290650","엘앤씨바이오",36900,-100,-0.27,200,184.5,764,48.28,4318,8.55,50,0.14
"066970","엘앤에프",185900,-2100,-1.12,8269,22.48,8517,21.83,38454,4.83,500,0.27
"156100","엘앤케이바이오",9160,-180,-1.93,NA,NA,NA,NA,824,11.12,0,0
"073110","엘엠에스",6240,-130,-2.04,44,141.82,NA,NA,16704,0.37,200,3.21
"083310","엘오티베큠",33350,1250,3.89,1486,22.44,NA,NA,12896,2.59,100,0.3
"037950","엘컴텍",1328,0,0,93,14.28,NA,NA,863,1.54,0,0
"170920","엘티씨",9100,-130,-1.41,275,33.09,NA,NA,10649,0.85,0,0
"058630","엠게임",6830,-90,-1.3,1162,5.88,NA,NA,4868,1.4,0,0
"058970","엠로",66600,-2500,-3.62,578,115.22,2226,29.91,4519,14.74,0,0
"019590","엠벤처투자",1007,24,2.44,NA,NA,NA,NA,468,2.15,0,0
"169330","엠브레인",3010,-65,-2.11,338,8.91,NA,NA,1639,1.84,170,5.65
"097520","엠씨넥스",27500,-300,-1.08,1293,21.27,1982,13.88,17477,1.57,500,1.82
"373170","엠아이큐브솔루션",28500,-2550,-8.21,898,31.74,NA,NA,1445,19.72,0,0
"179290","엠아이텍",9810,10,0.1,598,16.4,NA,NA,2604,3.77,120,1.22
"009780","엠에스씨",5790,40,0.7,1030,5.62,NA,NA,7565,0.77,60,1.04
"123040","엠에스오토텍",5550,-70,-1.25,997,5.57,NA,NA,4223,1.31,50,0.9
"323230","엠에프엠코리아",2070,293,16.49,NA,NA,NA,NA,1058,1.96,0,0
"032790","엠젠솔루션",2790,-50,-1.76,NA,NA,NA,NA,1490,1.87,0,0
"033160","엠케이전자",13890,-190,-1.35,NA,NA,NA,NA,18711,0.74,100,0.72
"347890","엠투아이",8630,70,0.82,624,13.83,NA,NA,4346,1.99,250,2.9
"033310","엠투엔",3630,10,0.28,130,27.92,NA,NA,3479,1.04,0,0
"259630","엠플러스",15180,-120,-0.78,NA,NA,1626,9.33,4617,3.29,0,0
"115960","연우",17200,970,5.98,30,573.33,811,21.22,19945,0.86,0,0
"060850","영림원소프트랩",8750,100,1.16,888,9.85,NA,NA,5441,1.61,140,1.6
"014440","영보화학",3395,-25,-0.73,343,9.9,NA,NA,8125,0.42,50,1.47
"143540","영우디에스피",1045,-16,-1.51,NA,NA,NA,NA,928,1.13,0,0
"111770","영원무역",50600,-200,-0.39,15377,3.29,12434,4.07,64162,0.79,1530,3.02
"009970","영원무역홀딩스",79200,800,1.02,37988,2.08,27630,2.87,176464,0.45,3050,3.85
"003520","영진약품",2435,-30,-1.22,NA,NA,NA,NA,491,4.96,0,0
"000670","영풍",542000,-5000,-0.91,213453,2.54,92560,5.86,2272640,0.24,10000,1.85
"036560","영풍정밀",14700,-250,-1.67,985,14.92,1752,8.39,21622,0.68,400,2.72
"006740","영풍제지",46400,1050,2.32,194,239.18,NA,NA,3320,13.98,779,1.68
"012280","영화금속",920,2,0.22,9,102.22,NA,NA,1191,0.77,0,0
"265560","영화테크",11760,120,1.03,451,26.08,NA,NA,5326,2.21,50,0.43
"012160","영흥",663,2,0.3,NA,NA,NA,NA,2456,0.27,0,0
"036000","예림당",1918,-18,-0.93,NA,NA,NA,NA,5378,0.36,0,0
"250930","예선테크",902,-1,-0.11,NA,NA,NA,NA,991,0.91,0,0
"053280","예스24",5000,-90,-1.77,57,87.72,NA,NA,7341,0.68,200,4
"015360","예스코홀딩스",32800,-100,-0.3,NA,NA,NA,NA,112673,0.29,2500,7.62
"122640","예스티",12990,-1410,-9.79,NA,NA,NA,NA,4673,2.78,0,0
"045060","오공",3005,-30,-0.99,441,6.81,NA,NA,6078,0.49,50,1.66
"080520","오디텍",4825,-55,-1.13,NA,NA,NA,NA,11484,0.42,100,2.07
"007310","오뚜기",368000,-500,-0.14,80501,4.57,38356,9.59,528433,0.7,9000,2.45
"039830","오로라",6810,-100,-1.45,719,9.47,1003,6.79,12653,0.54,120,1.76
"322310","오로스테크놀로지",19590,-510,-2.54,NA,NA,NA,NA,6597,2.97,0,0
"046120","오르비텍",4350,60,1.4,NA,NA,NA,NA,2120,2.05,0,0
"014940","오리엔탈정공",3145,-100,-3.08,184,17.09,NA,NA,1862,1.69,50,1.59
"002630","오리엔트바이오",637,-8,-1.24,NA,NA,NA,NA,602,1.06,0,0
"065500","오리엔트정공",1258,14,1.13,NA,NA,NA,NA,1376,0.91,0,0
"271560","오리온",125600,3500,2.87,9926,12.65,10173,12.35,64606,1.94,950,0.76
"001800","오리온홀딩스",15270,120,0.79,1712,8.92,1924,7.94,35982,0.42,700,4.58
"010470","오리콤",12970,-800,-5.81,1059,12.25,NA,NA,9183,1.41,270,2.08
"417860","오브젠",32600,-1400,-4.12,NA,NA,NA,NA,34,958.82,0,0
"352910","오비고",9610,-120,-1.23,NA,NA,228,42.13,2879,3.34,0,0
"053980","오상자이엘",5460,-50,-0.91,478,11.42,NA,NA,4079,1.34,0,0
"052420","오성첨단소재",1608,-34,-2.07,39,41.23,NA,NA,2857,0.56,0,0
"241790","오션브릿지",15020,-170,-1.12,1488,10.09,NA,NA,9808,1.53,420,2.8
"039200","오스코텍",28500,300,1.06,NA,NA,NA,NA,3334,8.55,0,0
"226400","오스테오닉",4975,-65,-1.29,50,99.5,275,18.11,2190,2.27,0,0
"031510","오스템",1815,-25,-1.36,NA,NA,NA,NA,3556,0.51,20,1.1
"368970","오에스피",5470,-40,-0.73,143,38.25,NA,NA,3707,1.48,0,0
"138080","오이솔루션",17860,2490,16.2,NA,NA,NA,NA,14050,1.27,200,1.12
"080580","오킨스전자",4900,170,3.59,162,30.25,NA,NA,1876,2.61,0,0
"067170","오텍",4975,-25,-0.5,NA,NA,NA,NA,7464,0.67,130,2.61
"353590","오토앤",10480,-60,-0.57,NA,NA,NA,NA,2337,4.48,0,0
"173130","오파스넷",14920,-990,-6.22,516,28.91,NA,NA,3006,4.96,50,0.34
"440320","오픈놀",8090,-500,-5.82,NA,NA,NA,NA,2536,3.19,0,0
"049480","오픈베이스",2695,-55,-2,191,14.11,NA,NA,2436,1.11,15,0.56
"394280","오픈엣지테크놀로지",19220,10,0.05,NA,NA,NA,NA,1524,12.61,0,0
"309930","오하임앤컴퍼니",5890,50,0.86,71,82.96,NA,NA,1323,4.45,0,0
"244460","올리패스",2315,40,1.76,NA,NA,NA,NA,357,6.48,0,0
"226950","올릭스",18530,-510,-2.68,NA,NA,NA,NA,4810,3.85,0,0
"057540","옴니시스템",1019,0,0,12,84.92,NA,NA,1842,0.55,0,0
"131030","옵투스제약",5260,-100,-1.87,316,16.65,NA,NA,8207,0.64,100,1.9
"082210","옵트론텍",3335,-40,-1.19,NA,NA,450,7.41,1253,2.66,0,0
"109080","옵티시스",11510,-170,-1.46,1519,7.58,NA,NA,10555,1.09,200,1.74
"380540","옵티코어",1889,181,10.6,NA,NA,NA,NA,841,2.25,0,0
"153710","옵티팜",7800,-290,-3.58,NA,NA,NA,NA,1978,3.94,0,0
"321820","와이더플래닛",3615,-35,-0.96,NA,NA,NA,NA,872,4.15,0,0
"432430","와이랩",9750,-480,-4.69,NA,NA,NA,NA,875,11.14,0,0
"122990","와이솔",6600,30,0.46,NA,NA,681,9.69,12377,0.53,250,3.79
"112290","와이씨켐",12000,130,1.1,460,26.09,NA,NA,6681,1.8,100,0.83
"232140","와이아이케이",3860,-10,-0.26,323,11.95,NA,NA,3663,1.05,0,0
"065530","와이어블",2295,210,10.07,51,45,NA,NA,1581,1.45,50,2.18
"067900","와이엔텍",8310,30,0.36,1361,6.11,1437,5.78,11038,0.75,50,0.6
"007530","와이엠",3450,-5,-0.14,131,26.34,NA,NA,2235,1.54,0,0
"155650","와이엠씨",6180,40,0.65,1041,5.94,NA,NA,5904,1.05,250,4.05
"273640","와이엠텍",15510,-470,-2.94,1161,13.36,NA,NA,5419,2.86,380,2.45
"251370","와이엠티",11470,-70,-0.61,NA,NA,NA,NA,7667,1.5,0,0
"066430","와이오엠",1092,-14,-1.27,24,45.5,NA,NA,787,1.39,0,0
"193250","와이제이엠게임즈",894,-1,-0.11,115,7.77,NA,NA,1427,0.63,0,0
"273060","와이즈버즈",1223,-28,-2.24,45,27.18,NA,NA,907,1.35,20,1.64
"019210","와이지-원",5990,-100,-1.64,1027,5.83,NA,NA,10943,0.55,300,5.01
"122870","와이지엔터테인먼트",80300,2300,2.95,1828,43.93,3647,22.02,22130,3.63,250,0.31
"011690","와이투솔루션",4130,190,4.82,NA,NA,NA,NA,2590,1.59,0,0
"332570","와이팜",3290,-90,-2.66,NA,NA,NA,NA,1751,1.88,0,0
