"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"999","448760","IBKS제22호스팩","KOSDAQ","금융",2160,-40,-1.82,9568800000
"1000","095340","ISC","KOSDAQ","반도체",77000,-500,-0.65,1339759267000
"1001","099520","ITX-AI","KOSDAQ","통신장비",1284,0,0,54376472952
"1002","950170","JTC","KOSDAQ","유통",4050,-50,-1.22,203668923150
"1003","067290","JW신약","KOSDAQ","제약",2825,-55,-1.91,136806775025
"1004","035900","JYP Ent.","KOSDAQ","오락·문화",108800,-800,-0.73,3862671129600
"1005","318000","KBG","KOSDAQ","화학",9540,60,0.63,83381727420
"1006","024840","KBI메탈","KOSDAQ","금속",1472,-10,-0.67,49978128576
"1007","024120","KB오토시스","KOSDAQ","운송장비·부품",4325,20,0.46,49737500000
"1008","455250","KB제25호스팩","KOSDAQ","금융",2070,-15,-0.72,8911350000
"1009","458320","KB제26호스팩","KOSDAQ","금융",2000,-5,-0.25,1.101e+10
"1010","021320","KCC건설","KOSDAQ","건설",5150,0,0,1.1021e+11
"1011","036670","KCI","KOSDAQ","화학",7430,-50,-0.67,83736100000
"1012","044180","KD","KOSDAQ","건설",688,-1,-0.15,18381845712
"1013","151860","KG ETS","KOSDAQ","화학",13390,80,0.6,4.8204e+11
"1014","046440","KG모빌리언스","KOSDAQ","소프트웨어",5590,0,0,217034925120
"1015","035600","KG이니시스","KOSDAQ","소프트웨어",11100,-70,-0.63,309739217400
"1016","226360","KH 건설","KOSDAQ","건설",319,0,0,44379450665
"1017","111870","KH 전자","KOSDAQ","일반전기전자",2970,0,0,31672044360
"1018","060720","KH바텍","KOSDAQ","IT부품",15270,190,1.26,361554539340
"1019","058400","KNN","KOSDAQ","방송서비스",901,0,0,119319177720
"1020","122450","KX","KOSDAQ","방송서비스",4840,-65,-1.33,219426065760
"1021","052900","KX하이텍","KOSDAQ","반도체",1235,17,1.4,68057783495
"1022","376190","LB루셈","KOSDAQ","반도체",6690,-60,-0.89,1.64574e+11
"1023","061970","LB세미콘","KOSDAQ","반도체",6550,-90,-1.36,286789077600
"1024","309960","LB인베스트먼트","KOSDAQ","금융",3845,0,0,89270283955
"1025","060370","LS마린솔루션","KOSDAQ","건설",10710,-80,-0.74,277798464720
"1026","086960","MDS테크","KOSDAQ","소프트웨어",1888,-17,-0.89,165348275968
"1027","038340","MIT","KOSDAQ","일반전기전자",1283,0,0,33979354334
"1028","160550","NEW","KOSDAQ","오락·문화",5970,-120,-1.97,166599452820
"1029","053290","NE능률","KOSDAQ","출판·매체복제",6280,180,2.95,103785207960
"1030","060250","NHN KCP","KOSDAQ","소프트웨어",8570,-90,-1.04,344176436270
"1031","104200","NHN벅스","KOSDAQ","디지털컨텐츠",4160,-35,-0.83,61682608000
"1032","024940","PN풍년","KOSDAQ","유통",7250,320,4.62,7.25e+10
"1033","218410","RFHIC","KOSDAQ","일반전기전자",17720,-480,-2.64,474655610480
"1034","327260","RF머트리얼즈","KOSDAQ","기타제조",11160,460,4.3,94114857960
"1035","091340","S&K폴리텍","KOSDAQ","IT부품",2835,5,0.18,33180049035
"1036","419530","SAMG엔터","KOSDAQ","오락·문화",26800,350,1.32,230236924000
"1037","019550","SBI인베스트먼트","KOSDAQ","금융",790,-11,-1.37,128032594250
"1038","950110","SBI핀테크솔루션즈","KOSDAQ","출판·매체복제",5060,0,0,121705852400
"1039","046140","SBS콘텐츠허브","KOSDAQ","오락·문화",5780,-130,-2.2,124059347900
"1040","151910","SBW생명과학","KOSDAQ","IT부품",448,-2,-0.44,79356084864
"1041","036120","SCI평가정보","KOSDAQ","기타서비스",4040,70,1.76,1.4342e+11
"1042","099220","SDN","KOSDAQ","유통",1454,-4,-0.27,81673813194
"1043","036540","SFA반도체","KOSDAQ","반도체",5360,-50,-0.92,881507224080
"1044","255220","SG","KOSDAQ","비금속",1143,-4,-0.35,54341370108
"1045","040610","SG&G","KOSDAQ","운송",1700,5,0.29,57948233200
"1046","049470","SGA","KOSDAQ","소프트웨어",630,-28,-4.26,37083216870
"1047","184230","SGA솔루션즈","KOSDAQ","소프트웨어",754,-6,-0.79,40857166896
"1048","016250","SGC이테크건설","KOSDAQ","건설",20900,0,0,69944211700
"1049","048550","SM C&C","KOSDAQ","방송서비스",1997,-18,-0.89,193123120140
"1050","063440","SM Life Design","KOSDAQ","출판·매체복제",1917,-23,-1.19,88237888218
"1051","289080","SV인베스트먼트","KOSDAQ","금융",1906,-13,-0.68,101464004000
"1052","089230","THE E&M","KOSDAQ","인터넷",221,-6,-2.64,41030887846
"1053","161570","THE MIDONG","KOSDAQ","정보기기",1686,46,2.8,35568452844
"1054","032540","TJ미디어","KOSDAQ","일반전기전자",5720,-20,-0.35,79688803480
"1055","022220","TKG애강","KOSDAQ","화학",1223,-4,-0.33,63344770117
"1056","048770","TPC","KOSDAQ","기계·장비",3735,-75,-1.97,58631996385
"1057","246690","TS인베스트먼트","KOSDAQ","금융",1348,-24,-1.75,55912157976
"1058","317240","TS트릴리온","KOSDAQ","화학",1485,-43,-2.81,140254723125
"1059","057030","YBM넷","KOSDAQ","기타서비스",4065,20,0.49,66311113305
"1060","040300","YTN","KOSDAQ","방송서비스",8290,70,0.85,3.4818e+11
"1061","051390","YW","KOSDAQ","유통",4000,140,3.63,45421472000
"1062","052220","iMBC","KOSDAQ","디지털컨텐츠",3305,-20,-0.6,7.6015e+10
"1063","079940","가비아","KOSDAQ","인터넷",14510,-30,-0.21,196402774840
"1064","078890","가온그룹","KOSDAQ","통신장비",6140,120,1.99,104205924860
"1065","399720","가온칩스","KOSDAQ","반도체",38150,-400,-1.04,438279408000
"1066","036620","감성코퍼레이션","KOSDAQ","유통",3630,-80,-2.16,328128680880
"1067","217730","강스템바이오텍","KOSDAQ","제약",1733,-39,-2.2,65746424025
"1068","114190","강원에너지","KOSDAQ","금속",20050,-400,-1.96,523766911900
"1069","094480","갤럭시아머니트리","KOSDAQ","소프트웨어",5160,-50,-0.96,202425964080
"1070","039240","경남스틸","KOSDAQ","금속",3190,-5,-0.16,86064936760
"1071","053950","경남제약","KOSDAQ","제약",1374,-21,-1.51,48690982104
"1072","011040","경동제약","KOSDAQ","제약",6850,-20,-0.29,210766047100
"1073","024910","경창산업","KOSDAQ","운송장비·부품",2750,5,0.18,98502263750
"1074","198440","고려시멘트","KOSDAQ","비금속",1865,-5,-0.27,59642625400
"1075","049720","고려신용정보","KOSDAQ","기타서비스",10260,60,0.59,1.46718e+11
"1076","014570","고려제약","KOSDAQ","제약",6710,-110,-1.61,7.381e+10
"1077","348150","고바이오랩","KOSDAQ","기타서비스",10400,-500,-4.59,196270963200
"1078","098460","고영","KOSDAQ","기계·장비",12620,-240,-1.87,866423008100
"1079","035290","골드앤에스","KOSDAQ","출판·매체복제",895,-18,-1.97,41573254780
"1080","900280","골든센츄리","KOSDAQ","금융",155,-1,-0.64,31837664640
"1081","215000","골프존","KOSDAQ","소프트웨어",98000,6100,6.64,614990670000
"1082","121440","골프존뉴딘홀딩스","KOSDAQ","유통",4095,50,1.24,175416769710
"1083","366030","공구우먼","KOSDAQ","섬유·의류",6780,-130,-1.88,153352413000
"1084","014200","광림","KOSDAQ","운송장비·부품",1006,0,0,91250936176
"1085","029480","광무","KOSDAQ","통신장비",2955,55,1.9,141508717905
"1086","026910","광진실업","KOSDAQ","금속",4045,-35,-0.86,25909863225
"1087","397880","교보11호스팩","KOSDAQ","금융",2460,15,0.61,10922400000
"1088","421800","교보12호스팩","KOSDAQ","금융",2105,-20,-0.94,12587900000
"1089","440790","교보13호스팩","KOSDAQ","금융",2120,10,0.47,8.586e+09
"1090","456490","교보14호스팩","KOSDAQ","금융",2070,5,0.24,8.694e+09
"1091","053270","구영테크","KOSDAQ","운송장비·부품",2945,20,0.68,78803275960
"1092","066620","국보디자인","KOSDAQ","건설",13980,0,0,1.0485e+11
"1093","043650","국순당","KOSDAQ","음식료·담배",5670,-10,-0.18,101256583680
"1094","006050","국영지앤엠","KOSDAQ","비금속",1489,-11,-0.73,51959016827
"1095","060480","국일신동","KOSDAQ","금속",2850,15,0.53,31606500000
"1096","078130","국일제지","KOSDAQ","종이·목재",800,0,0,102093978400
"1097","307750","국전약품","KOSDAQ","제약",6400,100,1.59,314043321600
"1098","035080","그래디언트","KOSDAQ","유통",13450,-250,-1.82,208846004800
"1099","204020","그리티","KOSDAQ","섬유·의류",3420,-160,-4.47,68904210600
"1100","114450","그린생명과학","KOSDAQ","제약",2515,45,1.82,3.7725e+10
"1101","186230","그린플러스","KOSDAQ","금속",8680,-240,-2.69,93919231840
"1102","900070","글로벌에스엠","KOSDAQ","금융",662,-9,-1.34,35578506816
"1103","204620","글로벌텍스프리","KOSDAQ","금융",6890,130,1.92,384821506420
"1104","019660","글로본","KOSDAQ","유통",2000,15,0.76,69581492000
"1105","053260","금강철강","KOSDAQ","금속",5860,50,0.86,109699200000
"1106","282720","금양그린파워","KOSDAQ","건설",16650,80,0.48,201789675000
"1107","036190","금화피에스시","KOSDAQ","건설",27250,-300,-1.09,1.635e+11
"1108","049080","기가레인","KOSDAQ","반도체",1546,-57,-3.56,131229654462
"1109","420770","기가비스","KOSDAQ","반도체",76300,-2100,-2.68,967160335400
"1110","035460","기산텔레콤","KOSDAQ","통신장비",2725,-115,-4.05,39723251500
"1111","308100","까스텔바작","KOSDAQ","유통",5450,-10,-0.18,36104794850
"1112","407400","꿈비","KOSDAQ","기타제조",9230,-110,-1.18,112380704930
"1113","187790","나노","KOSDAQ","화학",1340,-2,-0.15,41326712200
"1114","286750","나노브릭","KOSDAQ","화학",2565,-45,-1.72,52860425445
"1115","121600","나노신소재","KOSDAQ","화학",152000,-1800,-1.17,1848301456000
"1116","247660","나노씨엠에스","KOSDAQ","일반전기전자",16690,60,0.36,72500024800
"1117","039860","나노엔텍","KOSDAQ","의료·정밀기기",4470,-50,-1.11,119830092690
"1118","091970","나노캠텍","KOSDAQ","화학",671,-40,-5.63,25107137803
"1119","417010","나노팀","KOSDAQ","기계·장비",16660,10,0.06,319111104480
"1120","405920","나라셀라","KOSDAQ","유통",6070,60,1,78169921320
"1121","051490","나라엠앤디","KOSDAQ","기계·장비",6420,-90,-1.38,9.1164e+10
"1122","137080","나래나노텍","KOSDAQ","기계·장비",7210,50,0.7,79738432620
"1123","190510","나무가","KOSDAQ","IT부품",12980,-170,-1.29,210955944320
"1124","242040","나무기술","KOSDAQ","출판·매체복제",2230,-25,-1.11,77171968720
"1125","089600","나스미디어","KOSDAQ","기타서비스",18810,-210,-1.1,217597146030
"1126","293580","나우IB","KOSDAQ","금융",1290,9,0.7,123543300000
"1127","138610","나이벡","KOSDAQ","제약",22300,200,0.9,222051781700
"1128","130580","나이스디앤비","KOSDAQ","기타서비스",6270,180,2.96,9.6558e+10
"1129","036800","나이스정보통신","KOSDAQ","통신서비스",22300,0,0,2.23e+11
"1130","267320","나인테크","KOSDAQ","IT부품",3720,-25,-0.67,162430466880
"1131","111710","남화산업","KOSDAQ","오락·문화",6940,-20,-0.29,142880720000
"1132","091590","남화토건","KOSDAQ","건설",7760,-10,-0.13,91102400000
"1133","168330","내츄럴엔도텍","KOSDAQ","기타서비스",2460,-60,-2.38,78117054000
"1134","094860","네오리진","KOSDAQ","소프트웨어",379,-8,-2.07,39590254725
"1135","253590","네오셈","KOSDAQ","반도체",4000,5,0.13,166001212000
"1136","212560","네오오토","KOSDAQ","운송장비·부품",7330,150,2.09,57723478790
"1137","095660","네오위즈","KOSDAQ","디지털컨텐츠",32600,-1900,-5.51,718299239400
"1138","042420","네오위즈홀딩스","KOSDAQ","디지털컨텐츠",25100,-800,-3.09,222307336600
"1139","950220","네오이뮨텍","KOSDAQ","기타서비스",1769,-30,-1.67,174896545585
"1140","311390","네오크레마","KOSDAQ","음식료·담배",9180,-120,-1.29,73959542100
"1141","085910","네오티스","KOSDAQ","운송장비·부품",3910,-15,-0.38,54070287380
"1142","092730","네오팜","KOSDAQ","화학",25350,450,1.81,208056601350
"1143","290660","네오펙트","KOSDAQ","의료·정밀기기",1432,87,6.47,32949718560
"1144","306620","네온테크","KOSDAQ","기계·장비",2645,-45,-1.67,110332490515
"1145","153460","네이블","KOSDAQ","소프트웨어",7760,100,1.31,50672908640
"1146","007390","네이처셀","KOSDAQ","제약",8260,-140,-1.67,529938108560
"1147","033640","네패스","KOSDAQ","반도체",18030,-160,-0.88,415757412060
"1148","330860","네패스아크","KOSDAQ","반도체",21800,-350,-1.58,265612181000
"1149","089140","넥스턴바이오","KOSDAQ","기계·장비",6750,60,0.9,63473861250
"1150","137940","넥스트아이","KOSDAQ","의료·정밀기기",395,-3,-0.75,30936791840
"1151","396270","넥스트칩","KOSDAQ","반도체",15980,-310,-1.9,283418723200
"1152","348210","넥스틴","KOSDAQ","반도체",65500,300,0.46,667895509000
"1153","225570","넥슨게임즈","KOSDAQ","디지털컨텐츠",15710,-290,-1.81,1033510156700
"1154","217270","넵튠","KOSDAQ","출판·매체복제",9400,-200,-2.08,437165123200
"1155","104620","노랑풍선","KOSDAQ","기타서비스",7550,-160,-2.08,119608051300
"1156","194700","노바렉스","KOSDAQ","음식료·담배",11230,-100,-0.88,210616943040
"1157","285490","노바텍","KOSDAQ","기타제조",29400,1550,5.57,310929431400
"1158","106520","노블엠앤비","KOSDAQ","의료·정밀기기",411,0,0,15082036272
"1159","376930","노을","KOSDAQ","의료·정밀기기",11400,-1860,-14.03,130570242000
"1160","142280","녹십자엠에스","KOSDAQ","제약",4125,-60,-1.43,87108792375
"1161","234690","녹십자웰빙","KOSDAQ","제약",6690,0,0,118762726440
"1162","065560","녹원씨엔아이","KOSDAQ","출판·매체복제",5770,0,0,150366921250
"1163","054050","농우바이오","KOSDAQ","농업, 임업 및 어업",8200,-40,-0.49,131450600200
"1164","069140","누리플랜","KOSDAQ","금속",2950,-25,-0.84,20953091850
"1165","040160","누리플렉스","KOSDAQ","소프트웨어",4820,-25,-0.52,58107678700
"1166","332290","누보","KOSDAQ","화학",2015,-15,-0.74,66919062795
"1167","348340","뉴로메카","KOSDAQ","기계·장비",38550,450,1.18,402703708500
"1168","060260","뉴보텍","KOSDAQ","화학",822,-8,-0.96,34162356990
"1169","012340","뉴인텍","KOSDAQ","운송장비·부품",1424,-7,-0.49,72491798688
"1170","214870","뉴지랩파마","KOSDAQ","유통",1383,0,0,45813404598
"1171","270870","뉴트리","KOSDAQ","음식료·담배",6770,-30,-0.44,62285516480
"1172","144960","뉴파워프라즈마","KOSDAQ","기계·장비",5500,0,0,240309432000
"1173","085670","뉴프렉스","KOSDAQ","IT부품",4785,-10,-0.21,116996891385
"1174","064260","다날","KOSDAQ","디지털컨텐츠",3590,-70,-1.91,247527053600
"1175","340360","다보링크","KOSDAQ","통신장비",1380,-35,-2.47,59015920800
"1176","039560","다산네트웍스","KOSDAQ","통신장비",4925,-225,-4.37,194566956425
"1177","154040","다산솔루에타","KOSDAQ","IT부품",2115,25,1.2,37964448810
"1178","032190","다우데이타","KOSDAQ","유통",13540,-60,-0.44,5.18582e+11
"1179","068240","다원시스","KOSDAQ","IT부품",15080,-360,-2.33,516692629960
"1180","020400","대동금속","KOSDAQ","금속",11500,-170,-1.46,36675409000
"1181","008830","대동기어","KOSDAQ","기계·장비",11100,-400,-3.48,99761472000
"1182","048470","대동스틸","KOSDAQ","금속",3865,-35,-0.9,3.865e+10
"1183","004780","대륙제관","KOSDAQ","금속",4140,0,0,65839243860
"1184","017650","대림제지","KOSDAQ","종이·목재",8550,-10,-0.12,7.695e+10
"1185","007720","대명소노시즌","KOSDAQ","유통",650,-2,-0.31,65520292500
"1186","389260","대명에너지","KOSDAQ","건설",20700,-1000,-4.61,3.52935e+11
"1187","317850","대모","KOSDAQ","기계·장비",10760,-540,-4.78,89570759200
"1188","290670","대보마그네틱","KOSDAQ","기계·장비",37850,500,1.34,297412431000
"1189","078140","대봉엘에스","KOSDAQ","제약",10240,-190,-1.82,113526568960
"1190","036480","대성미생물","KOSDAQ","제약",10170,0,0,3.8646e+10
"1191","027830","대성창투","KOSDAQ","금융",1759,104,6.28,9.4986e+10
"1192","104040","대성파인텍","KOSDAQ","운송장비·부품",1360,-4,-0.29,42569742160
"1193","129920","대성하이텍","KOSDAQ","기계·장비",7620,60,0.79,104508703860
"1194","438220","대신밸런스제13호스팩","KOSDAQ","금융",2155,-30,-1.37,12154200000
"1195","442310","대신밸런스제14호스팩","KOSDAQ","금융",2125,-5,-0.23,14258750000
"1196","457390","대신밸런스제15호스팩","KOSDAQ","금융",2020,-5,-0.25,14210700000
"1197","457630","대신밸런스제16호스팩","KOSDAQ","금융",2070,5,0.24,15131700000
"1198","020180","대신정보통신","KOSDAQ","컴퓨터서비스",1111,3,0.27,42694524565
