"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1294","042510","라온시큐어","KOSDAQ","소프트웨어",2450,-45,-1.8,94733527700
"1295","232680","라온테크","KOSDAQ","반도체",9580,220,2.35,119790561720
"1296","418420","라온텍","KOSDAQ","반도체",8030,-580,-6.74,236857360740
"1297","300120","라온피플","KOSDAQ","IT부품",7080,10,0.14,147518964960
"1298","171120","라이온켐텍","KOSDAQ","화학",3930,-35,-0.88,141093916800
"1299","388790","라이콤","KOSDAQ","통신장비",3620,710,24.4,108288426600
"1300","069540","라이트론","KOSDAQ","통신장비",3400,-35,-1.02,94698272200
"1301","347700","라이프시맨틱스","KOSDAQ","소프트웨어",4315,-335,-7.2,44133604250
"1302","214260","라파스","KOSDAQ","화학",27200,-1000,-3.55,235468115200
"1303","200350","래몽래인","KOSDAQ","오락·문화",12200,-140,-1.13,78971868800
"1304","171010","램테크놀러지","KOSDAQ","반도체",5640,10,0.18,79896273840
"1305","084650","랩지노믹스","KOSDAQ","기타서비스",5080,-330,-6.1,377139149200
"1306","217500","러셀","KOSDAQ","기계·장비",3445,-45,-1.29,109592340000
"1307","141080","레고켐바이오","KOSDAQ","기타서비스",37650,-1050,-2.71,997347144600
"1308","038390","레드캡투어","KOSDAQ","기타서비스",15210,-170,-1.11,130645990800
"1309","294140","레몬","KOSDAQ","화학",3265,-40,-1.21,1.20805e+11
"1310","228670","레이","KOSDAQ","의료·정밀기기",23050,-250,-1.07,352202686150
"1311","228850","레이언스","KOSDAQ","의료·정밀기기",10020,0,0,166241960280
"1312","412350","레이저쎌","KOSDAQ","반도체",11940,-170,-1.4,102346277100
"1313","281740","레이크머티리얼즈","KOSDAQ","화학",14540,100,0.69,955722167920
"1314","277810","레인보우로보틱스","KOSDAQ","기계·장비",175000,2100,1.21,3368915550000
"1315","215100","로보로보","KOSDAQ","디지털컨텐츠",5440,100,1.87,110695589760
"1316","090360","로보스타","KOSDAQ","기계·장비",30950,550,1.81,301762500000
"1317","108490","로보티즈","KOSDAQ","소프트웨어",27000,150,0.56,343815894000
"1318","900260","로스웰","KOSDAQ","금융",821,-6,-0.73,29581687448
"1319","067730","로지시스","KOSDAQ","컴퓨터서비스",3285,0,0,31778833770
"1320","071280","로체시스템즈","KOSDAQ","반도체",6340,20,0.32,96980463020
"1321","328130","루닛","KOSDAQ","소프트웨어",214000,-29500,-12.11,2649534856000
"1322","038060","루멘스","KOSDAQ","반도체",1439,-48,-3.23,69220316291
"1323","085370","루트로닉","KOSDAQ","의료·정밀기기",36700,-100,-0.27,948069081500
"1324","08537M","루트로닉3우C","KOSDAQ","의료·정밀기기",55300,0,0,8490540800
"1325","060240","룽투코리아","KOSDAQ","디지털컨텐츠",1627,-61,-3.61,41373445068
"1326","058470","리노공업","KOSDAQ","반도체",153900,-1100,-0.71,2345800743000
"1327","039980","리노스","KOSDAQ","컴퓨터서비스",870,-21,-2.36,40189544730
"1328","019570","리더스 기술투자","KOSDAQ","금융",853,-14,-1.61,44756944120
"1329","016100","리더스코스메틱","KOSDAQ","화학",2780,-70,-2.46,53100485320
"1330","012700","리드코프","KOSDAQ","유통",5870,-10,-0.17,155238812450
"1331","302550","리메드","KOSDAQ","의료·정밀기기",18090,-310,-1.68,110848573440
"1332","073570","리튬포어스","KOSDAQ","기타제조",11740,-250,-2.09,338900047500
"1333","377450","리파인","KOSDAQ","기타서비스",7650,-80,-1.03,132574500000
"1334","277070","린드먼아시아","KOSDAQ","금융",5100,20,0.39,69829200000
"1335","042500","링네트","KOSDAQ","컴퓨터서비스",4190,5,0.12,64345318820
"1336","219420","링크제니시스","KOSDAQ","소프트웨어",6070,-40,-0.65,69619907490
"1337","439090","마녀공장","KOSDAQ","화학",29350,-750,-2.49,480701931000
"1338","195500","마니커에프앤지","KOSDAQ","음식료·담배",3500,0,0,5.5748e+10
"1339","377480","마음AI","KOSDAQ","소프트웨어",28700,-300,-1.03,176032397100
"1340","305090","마이크로디지탈","KOSDAQ","의료·정밀기기",7540,-630,-7.71,117900446560
"1341","098120","마이크로컨텍솔","KOSDAQ","반도체",9610,-110,-1.13,79885681260
"1342","424980","마이크로투나노","KOSDAQ","반도체",17040,-540,-3.07,100857885600
"1343","038290","마크로젠","KOSDAQ","기타서비스",18910,-210,-1.1,205010874000
"1344","267980","매일유업","KOSDAQ","음식료·담배",43450,200,0.46,340806071100
"1345","005990","매일홀딩스","KOSDAQ","음식료·담배",8440,80,0.96,115782485760
"1346","093520","매커스","KOSDAQ","유통",11010,-390,-3.42,177955642920
"1347","377030","맥스트","KOSDAQ","소프트웨어",7150,-180,-2.46,139931806300
"1348","100590","머큐리","KOSDAQ","일반전기전자",8550,-350,-3.93,129317860800
"1349","067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠",32500,50,0.15,192620317500
"1350","072870","메가스터디","KOSDAQ","출판·매체복제",10830,50,0.46,129103985970
"1351","215200","메가스터디교육","KOSDAQ","기타서비스",52400,400,0.77,621562512000
"1352","133750","메가엠디","KOSDAQ","기타서비스",2045,-40,-1.92,47867472465
"1353","235980","메드팩토","KOSDAQ","기타서비스",10650,-70,-0.65,224509401750
"1354","041920","메디아나","KOSDAQ","의료·정밀기기",6100,-160,-2.56,9.76e+10
"1355","014100","메디앙스","KOSDAQ","화학",3035,0,0,3.5813e+10
"1356","054180","메디콕스","KOSDAQ","운송장비·부품",1035,-34,-3.18,31130161785
"1357","086900","메디톡스","KOSDAQ","제약",267500,-3500,-1.29,1952340190000
"1358","078160","메디포스트","KOSDAQ","제약",7750,0,0,162764926500
"1359","065650","메디프론","KOSDAQ","유통",1212,-17,-1.38,62712463884
"1360","408920","메쎄이상","KOSDAQ","기타서비스",2850,-60,-2.06,123212496750
"1361","021880","메이슨캐피탈","KOSDAQ","금융",302,2,0.67,45959691216
"1362","140410","메지온","KOSDAQ","기타서비스",46800,-1550,-3.21,1381093038000
"1363","241770","메카로","KOSDAQ","반도체",10420,-390,-3.61,106207308800
"1364","059210","메타바이오메드","KOSDAQ","제약",3980,10,0.25,94972156980
"1365","058110","멕아이씨에스","KOSDAQ","의료·정밀기기",3030,-110,-3.5,48633105900
"1366","257370","명성티엔에스","KOSDAQ","IT부품",9210,0,0,92999789370
"1367","434480","모니터랩","KOSDAQ","소프트웨어",9750,-560,-5.43,117814125000
"1368","080420","모다이노칩","KOSDAQ","IT부품",2830,-10,-0.35,225612190260
"1369","417970","모델솔루션","KOSDAQ","기계·장비",17700,-150,-0.84,113221590000
"1370","080160","모두투어","KOSDAQ","기타서비스",16660,-190,-1.13,3.14874e+11
"1371","087260","모바일어플라이언스","KOSDAQ","소프트웨어",3250,325,11.11,105796798250
"1372","101330","모베이스","KOSDAQ","IT부품",3405,-60,-1.73,78815633745
"1373","012860","모베이스전자","KOSDAQ","운송장비·부품",2420,-30,-1.22,177224965940
"1374","363260","모비데이즈","KOSDAQ","기타서비스",790,4,0.51,127046889130
"1375","348030","모비릭스","KOSDAQ","디지털컨텐츠",8680,20,0.23,83360984000
"1376","250060","모비스","KOSDAQ","소프트웨어",4550,1050,30,146379478700
"1377","288980","모아데이타","KOSDAQ","소프트웨어",3015,-110,-3.52,100882720080
"1378","033200","모아텍","KOSDAQ","IT부품",4440,25,0.57,63630461400
"1379","333050","모코엠시스","KOSDAQ","소프트웨어",1460,-15,-1.02,34385239640
"1380","118990","모트렉스","KOSDAQ","운송장비·부품",17900,50,0.28,438469450000
"1381","006920","모헨즈","KOSDAQ","비금속",4125,-145,-3.4,4.5045e+10
"1382","001810","무림SP","KOSDAQ","종이·목재",2010,0,0,44496375000
"1383","279600","미디어젠","KOSDAQ","소프트웨어",12750,210,1.67,59730957750
"1384","095500","미래나노텍","KOSDAQ","IT부품",18250,160,0.88,565932481750
"1385","254490","미래반도체","KOSDAQ","유통",22000,-500,-2.22,3.17636e+11
"1386","218150","미래생명자원","KOSDAQ","음식료·담배",4470,-55,-1.22,91258634940
"1387","442900","미래에셋드림스팩1호","KOSDAQ","금융",9360,-20,-0.21,71884800000
"1388","100790","미래에셋벤처투자","KOSDAQ","금융",4920,-30,-0.61,266503362000
"1389","412930","미래에셋비전스팩1호","KOSDAQ","금융",2100,-15,-0.71,12969600000
"1390","446190","미래에셋비전스팩2호","KOSDAQ","금융",2080,-10,-0.48,1.0296e+10
"1391","448830","미래에셋비전스팩3호","KOSDAQ","금융",2045,-15,-0.73,10061400000
"1392","049950","미래컴퍼니","KOSDAQ","기계·장비",34850,350,1.01,307303257400
"1393","207760","미스터블루","KOSDAQ","디지털컨텐츠",1843,-13,-0.7,137809167596
"1394","059090","미코","KOSDAQ","반도체",10830,-190,-1.72,361903705740
"1395","214610","미코바이오메드","KOSDAQ","의료·정밀기기",5440,-450,-7.64,99596069440
"1396","201490","미투온","KOSDAQ","디지털컨텐츠",2960,-15,-0.5,92522999200
"1397","950190","미투젠","KOSDAQ","출판·매체복제",11230,60,0.54,152502187160
"1398","206640","바디텍메드","KOSDAQ","제약",18420,-1230,-6.26,432622435200
"1399","018700","바른손","KOSDAQ","유통",2140,211,10.94,75156279980
"1400","035620","바른손이앤에이","KOSDAQ","오락·문화",801,25,3.22,59626179675
"1401","053030","바이넥스","KOSDAQ","제약",8500,-260,-2.97,269968908000
"1402","301300","바이브컴퍼니","KOSDAQ","소프트웨어",8430,-50,-0.59,103729329120
"1403","064550","바이오니아","KOSDAQ","제약",36050,-500,-1.37,930460990550
"1404","314930","바이오다인","KOSDAQ","의료·정밀기기",57600,-1800,-3.03,356123232000
"1405","208710","바이오로그디바이스","KOSDAQ","IT부품",1008,-9,-0.88,47719652400
"1406","086820","바이오솔루션","KOSDAQ","제약",14600,-230,-1.55,118894019600
"1407","038460","바이오스마트","KOSDAQ","정보기기",3530,-180,-4.85,72779976210
"1408","251120","바이오에프디엔씨","KOSDAQ","제약",14170,-280,-1.94,123218069000
"1409","199730","바이오인프라","KOSDAQ","기타서비스",14680,-460,-3.04,70418007560
"1410","086040","바이오톡스텍","KOSDAQ","기타서비스",7140,0,0,113941883580
"1411","099430","바이오플러스","KOSDAQ","제약",7260,-50,-0.68,420578072640
"1412","032980","바이온","KOSDAQ","유통",1630,-28,-1.69,61929118120
"1413","222160","바이옵트로","KOSDAQ","기계·장비",5660,-140,-2.41,46668771560
"1414","308080","바이젠셀","KOSDAQ","제약",5640,-20,-0.35,107631842400
"1415","043150","바텍","KOSDAQ","의료·정밀기기",32650,-50,-0.15,484991458400
"1416","323990","박셀바이오","KOSDAQ","기타서비스",30500,-1550,-4.84,464301500000
"1417","267790","배럴","KOSDAQ","섬유·의류",6710,50,0.75,52931835000
"1418","046310","백금T&A","KOSDAQ","통신장비",3470,15,0.43,56972684270
"1419","331520","밸로프","KOSDAQ","디지털컨텐츠",1119,8,0.72,56917252410
"1420","438700","버넥트","KOSDAQ","소프트웨어",11370,200,1.79,125018152800
"1421","066410","버킷스튜디오","KOSDAQ","통신서비스",1153,0,0,96978744678
"1422","382900","범한퓨얼셀","KOSDAQ","일반전기전자",21300,-300,-1.39,186609300000
"1423","206400","베노티앤알","KOSDAQ","건설",4775,-105,-2.15,143478732050
"1424","019010","베뉴지","KOSDAQ","유통",2140,0,0,1.03148e+11
"1425","177350","베셀","KOSDAQ","반도체",2815,-125,-4.25,37639136985
"1426","299910","베스파","KOSDAQ","디지털컨텐츠",3165,0,0,25974889140
"1427","424760","벨로크","KOSDAQ","컴퓨터서비스",2290,-45,-1.93,39960504580
"1428","225530","보광산업","KOSDAQ","비금속",5860,-80,-1.35,212944940220
"1429","250000","보라티알","KOSDAQ","유통",12100,160,1.34,81683869300
"1430","310210","보로노이","KOSDAQ","제약",56600,0,0,737094385400
"1431","006910","보성파워텍","KOSDAQ","금속",3330,-85,-2.49,163602313920
"1432","226340","본느","KOSDAQ","화학",2550,-160,-5.9,89787580800
"1433","014470","부방","KOSDAQ","기타서비스",2895,35,1.22,173851292700
"1434","008470","부스타","KOSDAQ","금속",4735,0,0,39796728000
"1435","338220","뷰노","KOSDAQ","소프트웨어",45600,-1750,-3.7,521990313600
"1436","100120","뷰웍스","KOSDAQ","의료·정밀기기",32250,300,0.94,322560146250
"1437","406820","뷰티스킨","KOSDAQ","화학",24600,-1050,-4.09,86937384000
"1438","337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷",4925,-55,-1.1,144137950825
"1439","099390","브레인즈컴퍼니","KOSDAQ","소프트웨어",8250,-60,-0.72,67718334750
"1440","064480","브리지텍","KOSDAQ","컴퓨터서비스",7010,-80,-1.13,83787025000
"1441","288330","브릿지바이오테라퓨틱스","KOSDAQ","제약",5160,0,0,103518320400
"1442","365900","브이씨","KOSDAQ","기타제조",4795,65,1.37,35052888500
"1443","251630","브이원텍","KOSDAQ","기계·장비",12160,-170,-1.38,185021452800
"1444","018290","브이티","KOSDAQ","화학",19100,-300,-1.55,683741933700
"1445","044480","블레이드 Ent","KOSDAQ","화학",1275,5,0.39,43467226050
"1446","033560","블루콤","KOSDAQ","IT부품",3580,-90,-2.45,6.1218e+10
"1447","369370","블리츠웨이","KOSDAQ","기타제조",2005,-90,-4.3,85198348710
"1448","126340","비나텍","KOSDAQ","IT부품",61700,1200,1.98,358069594900
"1449","121800","비덴트","KOSDAQ","통신장비",3320,0,0,256309348520
"1450","148140","비디아이","KOSDAQ","기계·장비",640,0,0,27653546880
"1451","082800","비보존 제약","KOSDAQ","제약",612,-5,-0.81,147527849124
"1452","318410","비비씨","KOSDAQ","기타제조",9670,-120,-1.23,53719199810
"1453","419540","비스토스","KOSDAQ","의료·정밀기기",2455,-60,-2.39,56446614505
"1454","146320","비씨엔씨","KOSDAQ","반도체",18150,430,2.43,231599499450
"1455","200780","비씨월드제약","KOSDAQ","제약",6530,20,0.31,58067267520
"1456","141000","비아트론","KOSDAQ","반도체",8950,-110,-1.21,108426654500
"1457","083650","비에이치아이","KOSDAQ","기계·장비",7770,-120,-1.52,240437793750
"1458","445360","비엔케이제1호스팩","KOSDAQ","금융",2025,-10,-0.49,8727750000
"1459","142760","비엘","KOSDAQ","기타서비스",2560,-125,-4.66,82624104960
"1460","065170","비엘팜텍","KOSDAQ","유통",587,-13,-2.17,52225718133
"1461","086670","비엠티","KOSDAQ","기계·장비",13980,10,0.07,127569932520
"1462","335890","비올","KOSDAQ","의료·정밀기기",6470,-40,-0.61,377415493440
"1463","138580","비즈니스온","KOSDAQ","소프트웨어",13050,590,4.74,294357927150
"1464","082920","비츠로셀","KOSDAQ","IT부품",20800,100,0.48,464650929600
"1465","054220","비츠로시스","KOSDAQ","일반전기전자",572,9,1.6,28119862628
"1466","042370","비츠로테크","KOSDAQ","금융",9730,1260,14.88,254926243250
"1467","050090","비케이홀딩스","KOSDAQ","IT부품",1190,-19,-1.57,23543834650
"1468","307870","비투엔","KOSDAQ","소프트웨어",2175,-70,-3.12,73268137500
"1469","357880","비트나인","KOSDAQ","소프트웨어",6740,0,0,70392263440
"1470","032850","비트컴퓨터","KOSDAQ","소프트웨어",5750,-210,-3.52,95583934750
"1471","148780","비플라이소프트","KOSDAQ","출판·매체복제",1015,-24,-2.31,31917410875
"1472","238200","비피도","KOSDAQ","음식료·담배",6680,-200,-2.91,54642400000
"1473","093190","빅솔론","KOSDAQ","정보기기",5810,10,0.17,111778038050
"1474","065450","빅텍","KOSDAQ","의료·정밀기기",4035,-100,-2.42,115614048000
"1475","210120","빅텐츠","KOSDAQ","오락·문화",19850,-70,-0.35,62420508500
"1476","072950","빛샘전자","KOSDAQ","반도체",4720,170,3.74,38008319200
"1477","143240","사람인","KOSDAQ","인터넷",22000,-500,-2.22,256833786000
"1478","419120","산돌","KOSDAQ","소프트웨어",8860,-170,-1.88,68681178360
"1479","122350","삼기","KOSDAQ","운송장비·부품",2605,-45,-1.7,99874209940
"1480","419050","삼기이브이","KOSDAQ","운송장비·부품",4495,-625,-12.21,64274274700
"1481","014970","삼륭물산","KOSDAQ","종이·목재",3755,5,0.13,56794375000
"1482","018310","삼목에스폼","KOSDAQ","금속",18130,0,0,2.66511e+11
"1483","053700","삼보모터스","KOSDAQ","운송장비·부품",5730,30,0.53,130312783080
"1484","009620","삼보산업","KOSDAQ","금속",1121,29,2.66,50731483881
"1485","023600","삼보판지","KOSDAQ","종이·목재",9070,20,0.22,146661900000
"1486","380320","삼성머스트스팩5호","KOSDAQ","금융",2250,-10,-0.44,10822500000
"1487","377630","삼성스팩4호","KOSDAQ","금융",3120,-10,-0.32,12542400000
"1488","425290","삼성스팩6호","KOSDAQ","금융",2500,-50,-1.96,1.38e+10
"1489","439250","삼성스팩7호","KOSDAQ","금융",9800,0,0,34319600000
"1490","448740","삼성스팩8호","KOSDAQ","금융",9670,-10,-0.1,45100880000
"1491","009300","삼아제약","KOSDAQ","제약",16600,-130,-0.78,1.05742e+11
"1492","225190","삼양옵틱스","KOSDAQ","의료·정밀기기",9980,0,0,101293886240
"1493","361670","삼영에스앤씨","KOSDAQ","일반전기전자",6060,30,0.5,34346007480
"1494","054540","삼영엠텍","KOSDAQ","금속",4010,-55,-1.35,5.213e+10
"1495","065570","삼영이엔씨","KOSDAQ","통신장비",4670,-30,-0.64,57548391320
"1496","032280","삼일","KOSDAQ","운송",1847,-8,-0.43,29946500730
"1497","002290","삼일기업공사","KOSDAQ","건설",3635,-30,-0.82,4.5074e+10
"1498","037460","삼지전자","KOSDAQ","통신장비",8640,360,4.35,140992030080
"1499","032750","삼진","KOSDAQ","일반전기전자",5890,-30,-0.51,47496170740
"1500","054090","삼진엘앤디","KOSDAQ","IT부품",1988,-57,-2.79,49618953216
"1501","000250","삼천당제약","KOSDAQ","제약",88000,-5200,-5.58,2058190552000
"1502","024950","삼천리자전거","KOSDAQ","유통",6070,-90,-1.46,80570612390
"1503","038500","삼표시멘트","KOSDAQ","비금속",3385,-85,-2.45,365296695810
"1504","017480","삼현철강","KOSDAQ","금속",5190,80,1.57,81497999100
"1505","046390","삼화네트웍스","KOSDAQ","오락·문화",1968,-12,-0.61,84964332144
"1506","027580","상보","KOSDAQ","화학",1707,1,0.06,101022443253
"1507","038540","상상인","KOSDAQ","컴퓨터서비스",4660,-40,-0.85,257829938580
"1508","101000","상상인인더스트리","KOSDAQ","기계·장비",2145,-95,-4.24,40281915960
"1509","415580","상상인제3호스팩","KOSDAQ","금융",2255,5,0.22,11974050000
"1510","452670","상상인제4호스팩","KOSDAQ","금융",1967,-1,-0.05,10267740000
"1511","091580","상신이디피","KOSDAQ","IT부품",16000,390,2.5,218051504000
"1512","263810","상신전자","KOSDAQ","일반전기전자",4395,290,7.06,62605535610
"1513","089980","상아프론테크","KOSDAQ","화학",21300,-450,-2.07,340566488100
"1514","042940","상지카일룸","KOSDAQ","건설",544,-3,-0.55,57367214816
"1515","042600","새로닉스","KOSDAQ","IT부품",30500,150,0.49,378919007000
"1516","107600","새빗켐","KOSDAQ","화학",79400,0,0,386006673000
"1517","411080","샌즈랩","KOSDAQ","소프트웨어",10230,-30,-0.29,154424284740
"1518","252990","샘씨엔에스","KOSDAQ","반도체",5850,-170,-2.82,293399999100
"1519","378800","샤페론","KOSDAQ","제약",5000,20,0.4,115355155000
"1520","294630","서남","KOSDAQ","일반전기전자",5390,530,10.91,126421625330
"1521","038070","서린바이오","KOSDAQ","유통",9860,-190,-1.89,85788665360
"1522","006730","서부T&D","KOSDAQ","숙박·음식",8300,-10,-0.12,510974900300
"1523","079650","서산","KOSDAQ","비금속",1688,-3,-0.18,3.376e+10
"1524","100660","서암기계공업","KOSDAQ","기계·장비",5310,-140,-2.57,6.6906e+10
"1525","019770","서연탑메탈","KOSDAQ","기계·장비",4105,-65,-1.56,47823250000
"1526","043710","서울리거","KOSDAQ","유통",803,-15,-1.83,40309700640
"1527","092190","서울바이오시스","KOSDAQ","IT부품",4455,-25,-0.56,170286374115
"1528","046890","서울반도체","KOSDAQ","반도체",11010,-10,-0.09,641942454000
"1529","063170","서울옥션","KOSDAQ","유통",11610,-70,-0.6,206359239870
"1530","027040","서울전자통신","KOSDAQ","IT부품",486,-4,-0.82,33820179642
"1531","018680","서울제약","KOSDAQ","제약",3725,-35,-0.93,43430963275
"1532","093920","서원인텍","KOSDAQ","IT부품",5790,20,0.35,1.07694e+11
"1533","189860","서전기전","KOSDAQ","일반전기전자",5400,-140,-2.53,52373412000
"1534","178320","서진시스템","KOSDAQ","통신장비",15800,-120,-0.75,593774143600
"1535","122690","서진오토모티브","KOSDAQ","운송장비·부품",3395,30,0.89,72069504745
"1536","140070","서플러스글로벌","KOSDAQ","유통",3575,-65,-1.79,132232100000
"1537","011370","서한","KOSDAQ","건설",960,-13,-1.34,96859070400
"1538","065710","서호전기","KOSDAQ","일반전기전자",19080,50,0.26,9.8262e+10
"1539","035890","서희건설","KOSDAQ","건설",1381,-16,-1.15,317365479117
"1540","357550","석경에이티","KOSDAQ","화학",62100,3800,6.52,338755500000
"1541","003100","선광","KOSDAQ","운송",18560,160,0.87,1.22496e+11
"1542","067370","선바이오","KOSDAQ","제약",10670,-170,-1.57,131385631850
"1543","171090","선익시스템","KOSDAQ","반도체",22900,-850,-3.58,214727941400
"1544","086710","선진뷰티사이언스","KOSDAQ","화학",8500,-20,-0.23,103727880000
"1545","014620","성광벤드","KOSDAQ","금속",15640,-90,-0.57,4.47304e+11
"1546","037350","성도이엔지","KOSDAQ","기타서비스",4195,25,0.6,64896650000
"1547","081580","성우전자","KOSDAQ","IT부품",2305,5,0.22,35746269615
"1548","045300","성우테크론","KOSDAQ","반도체",4025,-45,-1.11,40087325600
"1549","015750","성우하이텍","KOSDAQ","운송장비·부품",9410,190,2.06,7.528e+11
"1550","365340","성일하이텍","KOSDAQ","화학",115000,1000,0.88,1.381863e+12
"1551","080470","성창오토텍","KOSDAQ","운송장비·부품",5280,-100,-1.86,3.8544e+10
"1552","043260","성호전자","KOSDAQ","IT부품",1689,22,1.32,90201693576
"1553","148150","세경하이테크","KOSDAQ","일반전기전자",14110,190,1.36,166276204910
"1554","053060","세동","KOSDAQ","운송장비·부품",1910,10,0.53,33725670290
"1555","340440","세림B&G","KOSDAQ","화학",2095,25,1.21,59452672580
"1556","017510","세명전기","KOSDAQ","금속",2925,-40,-1.35,44594550000
"1557","011560","세보엠이씨","KOSDAQ","건설",9390,100,1.08,98876700000
"1558","396300","세아메카닉스","KOSDAQ","금속",4560,-70,-1.51,120792120000
"1559","100700","세운메디칼","KOSDAQ","제약",2685,5,0.19,1.17603e+11
"1560","024830","세원물산","KOSDAQ","운송장비·부품",6990,10,0.14,58366500000
"1561","258830","세종메디칼","KOSDAQ","의료·정밀기기",1123,-29,-2.52,62175728266
"1562","036630","세종텔레콤","KOSDAQ","통신서비스",672,-10,-1.47,1.4784e+11
"1563","039310","세중","KOSDAQ","소프트웨어",2230,-10,-0.45,40411317410
"1564","067770","세진티에스","KOSDAQ","IT부품",2710,15,0.56,22754767030
"1565","053450","세코닉스","KOSDAQ","의료·정밀기기",8300,-50,-0.6,122780264900
"1566","222810","세토피아","KOSDAQ","금속",2700,-10,-0.37,201955920300
"1567","252500","세화피앤씨","KOSDAQ","화학",1052,-9,-0.85,43643682280
"1568","321370","센서뷰","KOSDAQ","IT부품",6170,-290,-4.49,160036904700
"1569","347000","센코","KOSDAQ","의료·정밀기기",3405,-55,-1.59,112381943280
"1570","331920","셀레믹스","KOSDAQ","제약",4595,-40,-0.86,37514260060
"1571","049180","셀루메드","KOSDAQ","제약",3830,160,4.36,163942096750
"1572","299660","셀리드","KOSDAQ","기타서비스",5540,110,2.03,53910803680
"1573","268600","셀리버리","KOSDAQ","기타서비스",6680,0,0,244941204600
"1574","108860","셀바스AI","KOSDAQ","소프트웨어",22700,-700,-2.99,610965733000
"1575","208370","셀바스헬스케어","KOSDAQ","의료·정밀기기",9900,130,1.33,254237583600
"1576","318160","셀바이오휴먼텍","KOSDAQ","섬유·의류",4375,-70,-1.57,39077014375
"1577","068760","셀트리온제약","KOSDAQ","제약",69500,-600,-0.86,2752911888500
"1578","091990","셀트리온헬스케어","KOSDAQ","유통",64200,-100,-0.16,10558635280800
"1579","068940","셀피글로벌","KOSDAQ","정보기기",778,0,0,29766744466
"1580","060230","소니드","KOSDAQ","화학",3075,10,0.33,104994595800
"1581","290690","소룩스","KOSDAQ","일반전기전자",18300,-350,-1.88,178718715000
"1582","950200","소마젠","KOSDAQ","기타서비스",5730,-120,-2.05,110165283690
"1583","032680","소프트센","KOSDAQ","컴퓨터서비스",713,-3,-0.42,75286214732
"1584","032685","소프트센우","KOSDAQ","컴퓨터서비스",9630,30,0.31,3439277460
"1585","258790","소프트캠프","KOSDAQ","출판·매체복제",1555,-5,-0.32,38861446620
"1586","066910","손오공","KOSDAQ","유통",2265,0,0,66486871155
"1587","043100","솔고바이오","KOSDAQ","의료·정밀기기",449,3,0.67,29804264392
"1588","035610","솔본","KOSDAQ","기타서비스",4300,40,0.94,117587787100
"1589","357780","솔브레인","KOSDAQ","화학",230500,-6000,-2.54,1792959463000
"1590","036830","솔브레인홀딩스","KOSDAQ","기타서비스",32950,-500,-1.49,690765645200
"1591","304100","솔트룩스","KOSDAQ","소프트웨어",31150,-750,-2.35,350450551850
"1592","328380","솔트웨어","KOSDAQ","컴퓨터서비스",1236,-4,-0.32,42348793608
"1593","086980","쇼박스","KOSDAQ","오락·문화",3195,0,0,200128410000
"1594","050960","수산아이앤티","KOSDAQ","출판·매체복제",10290,-60,-0.58,69467790000
"1595","084180","수성샐바시온","KOSDAQ","기계·장비",824,44,5.64,91588836000
"1596","253840","수젠텍","KOSDAQ","의료·정밀기기",7900,130,1.67,131107918100
"1597","298830","슈어소프트테크","KOSDAQ","소프트웨어",6530,-90,-1.36,337339153530
"1598","236200","슈프리마","KOSDAQ","일반전기전자",21300,-50,-0.23,153216714900
"1599","094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스",6980,-110,-1.55,73093443200
"1600","192440","슈피겐코리아","KOSDAQ","IT부품",33700,1050,3.22,209491433100
"1601","424960","스마트레이더시스템","KOSDAQ","정보기기",18840,-2110,-10.07,282832485600
"1602","136510","스마트솔루션즈","KOSDAQ","기계·장비",11600,0,0,550917141200
"1603","099440","스맥","KOSDAQ","기계·장비",5550,220,4.13,217380180000
"1604","033790","스카이문스테크놀로지","KOSDAQ","디지털컨텐츠",1445,76,5.55,24734209500
"1605","276040","스코넥","KOSDAQ","디지털컨텐츠",8170,-140,-1.68,102570052580
"1606","159910","스킨앤스킨","KOSDAQ","반도체",111,-1,-0.89,39310733139
"1607","115570","스타플렉스","KOSDAQ","화학",3570,-30,-0.83,28504693560
"1608","330730","스톤브릿지벤처스","KOSDAQ","금융",3925,-25,-0.63,71183132750
"1609","253450","스튜디오드래곤","KOSDAQ","오락·문화",51300,-200,-0.39,1542000947400
"1610","408900","스튜디오미르","KOSDAQ","방송서비스",24800,0,0,132941640000
"1611","204630","스튜디오산타클로스","KOSDAQ","오락·문화",576,-82,-12.46,58450859136
"1612","013810","스페코","KOSDAQ","기계·장비",3725,-50,-1.32,54591625750
"1613","203690","스피어파워","KOSDAQ","종이·목재",9200,-100,-1.08,86233578000
"1614","049830","승일","KOSDAQ","금속",10600,-180,-1.67,65000387200
"1615","020710","시공테크","KOSDAQ","기타서비스",4930,-420,-7.85,98836492100
"1616","033170","시그네틱스","KOSDAQ","반도체",1215,-13,-1.06,104159907585
"1617","048870","시너지이노베이션","KOSDAQ","의료·정밀기기",4000,80,2.04,330833376000
"1618","025320","시노펙스","KOSDAQ","IT부품",3820,25,0.66,303733754280
"1619","269620","시스웍","KOSDAQ","의료·정밀기기",889,0,0,114309913620
"1620","429270","시지트로닉스","KOSDAQ","반도체",17350,-610,-3.4,78183437500
"1621","418250","시큐레터","KOSDAQ","소프트웨어",24150,-4050,-14.36,191738055600
